feat_stid,tgt_stid,tgt_LATITUDE,tgt_LONGITUDE,feat_LATITUDE,feat_LONGITUDE,dist_km
70272526491,70272026401,61.25306,-149.79361,61.1786,-149.96509,12.3770134123085
70272526491,70273026451,61.16916,-150.02771,61.1786,-149.96509,3.52145660160261
70272526491,70273526409,61.2163,-149.85724,61.1786,-149.96509,7.14638980325674
70272526491,70274025331,61.59505,-149.09175,61.1786,-149.96509,65.7012965586663
70272526491,70274626497,61.41639,-149.50722,61.1786,-149.96509,36.0541179379559
70272526491,70275726444,60.78333,-148.73333,61.1786,-149.96509,79.7510052718037
70272526491,72259299999,61.15,-149.9833333,61.1786,-149.96509,3.33099789014463
70272526491,99738199999,61.238,-149.89,61.1786,-149.96509,7.74154123055655
70272526491,99738299999,60.68,-151.4,61.1786,-149.96509,95.4136141263873
70272526491,99999926563,60.7237,-150.4484,61.1786,-149.96509,56.9801818371905
70273026451,70000126492,60.78351,-148.84839,61.16916,-150.02771,76.8091749375645
70273026451,70232526443,61.57194,-149.54056,61.16916,-150.02771,51.8217451766491
70273026451,70259026523,60.57909,-151.24152,61.16916,-150.02771,92.9488829785278
70273026451,70259526559,60.47583,-151.03417,61.16916,-150.02771,94.5510784840345
70273026451,70270000489,61.2658,-149.6533,61.16916,-150.02771,22.7695507070975
70273026451,70272026401,61.25306,-149.79361,61.16916,-150.02771,15.6439329805172
70273026451,70272526491,61.1786,-149.96509,61.16916,-150.02771,3.52145660160261
70273026451,70273526409,61.2163,-149.85724,61.16916,-150.02771,10.542917687875
70273026451,70274025331,61.59505,-149.09175,61.16916,-150.02771,68.8324762414376
70273026451,70274626497,61.41639,-149.50722,61.16916,-150.02771,39.1404495976707
70273026451,70275726444,60.78333,-148.73333,61.16916,-150.02771,82.0460460675433
70273026451,72259299999,61.15,-149.9833333,61.16916,-150.02771,3.19803911241351
70273026451,99738199999,61.238,-149.89,61.16916,-150.02771,10.6420724793356
70273026451,99738299999,60.68,-151.4,61.16916,-150.02771,92.0632766394576
70273026451,99999926563,60.7237,-150.4484,61.16916,-150.02771,54.5545111002699
70273526409,70000126492,60.78351,-148.84839,61.2163,-149.85724,72.7002901052123
70273526409,70232526443,61.57194,-149.54056,61.2163,-149.85724,43.0372977047103
70273526409,70270000489,61.2658,-149.6533,61.2163,-149.85724,12.2339678332407
70273526409,70272026401,61.25306,-149.79361,61.2163,-149.85724,5.32579213997297
70273526409,70272526491,61.1786,-149.96509,61.2163,-149.85724,7.14638980325674
70273526409,70273026451,61.16916,-150.02771,61.2163,-149.85724,10.542917687875
70273526409,70274025331,61.59505,-149.09175,61.2163,-149.85724,58.6590943934894
70273526409,70274626497,61.41639,-149.50722,61.2163,-149.85724,29.0839514992513
70273526409,70275726444,60.78333,-148.73333,61.2163,-149.85724,77.4723514078515
70273526409,72259299999,61.15,-149.9833333,61.2163,-149.85724,10.012381392267
70273526409,99738199999,61.238,-149.89,61.2163,-149.85724,2.98606132311485
70273526409,99999926563,60.7237,-150.4484,61.2163,-149.85724,63.4563649176969
70274025331,70000126492,60.78351,-148.84839,61.59505,-149.09175,91.278528757273
70274025331,70232526443,61.57194,-149.54056,61.59505,-149.09175,23.9141917015102
70274025331,70251026528,62.31978,-150.09744,61.59505,-149.09175,96.3242999315803
70274025331,70270000489,61.2658,-149.6533,61.59505,-149.09175,47.2971229376309
70274025331,70272026401,61.25306,-149.79361,61.59505,-149.09175,53.3471916887274
70274025331,70272526491,61.1786,-149.96509,61.59505,-149.09175,65.7012965586663
70274025331,70273026451,61.16916,-150.02771,61.59505,-149.09175,68.8324762414376
70274025331,70273526409,61.2163,-149.85724,61.59505,-149.09175,58.6590943934894
70274025331,70274626497,61.41639,-149.50722,61.59505,-149.09175,29.7049119855134
70274025331,70275726444,60.78333,-148.73333,61.59505,-149.09175,92.3830577489934
70274025331,72259299999,61.15,-149.9833333,61.59505,-149.09175,68.6697679352529
70274025331,99738199999,61.238,-149.89,61.59505,-149.09175,58.1995137088812
70274626497,70000126492,60.78351,-148.84839,61.41639,-149.50722,78.8645393017369
70274626497,70232526443,61.57194,-149.54056,61.41639,-149.50722,17.4061026842716
70274626497,70270000489,61.2658,-149.6533,61.41639,-149.50722,18.488956408349
70274626497,70272026401,61.25306,-149.79361,61.41639,-149.50722,23.7581690018339
70274626497,70272526491,61.1786,-149.96509,61.41639,-149.50722,36.0541179379559
70274626497,70273026451,61.16916,-150.02771,61.41639,-149.50722,39.1404495976707
70274626497,70273526409,61.2163,-149.85724,61.41639,-149.50722,29.0839514992513
70274626497,70274025331,61.59505,-149.09175,61.41639,-149.50722,29.7049119855134
70274626497,70275726444,60.78333,-148.73333,61.41639,-149.50722,81.8505409245232
70274626497,72259299999,61.15,-149.9833333,61.41639,-149.50722,39.0880443473112
70274626497,99738199999,61.238,-149.89,61.41639,-149.50722,28.5016591802972
70274626497,99999926563,60.7237,-150.4484,61.41639,-149.50722,92.2726637257072
70275626479,70296026410,60.48604,-145.4445,61.1315,-146.2435,83.9307923222652
70275626479,99466099999,61.06,-146.7,61.1315,-146.2435,25.8197746634615
70275626479,99467099999,61.082,-146.662,61.1315,-146.2435,23.1745616631222
70275626479,99468099999,60.839,-146.884,61.1315,-146.2435,47.4991050432761
70275626479,99827199999,61.1333333,-146.3666666,61.1315,-146.2435,6.62256096928867
70275626479,99842599999,60.557,-145.755,61.1315,-146.2435,69.2228418324783
70275626479,99999996405,60.4731,-145.3542,61.1315,-146.2435,87.770856018306
70275726444,70000126492,60.78351,-148.84839,60.78333,-148.73333,6.2519781983836
70275726444,70232526443,61.57194,-149.54056,60.78333,-148.73333,97.8931270813025
70275726444,70270000489,61.2658,-149.6533,60.78333,-148.73333,73.114022137444
70275726444,70272026401,61.25306,-149.79361,60.78333,-148.73333,77.4893030046413
