STATION,LATITUDE,LONGITUDE,ELEVATION,NAME,REPORT_TYPE,CALL_SIGN,COUNTRY,US_State
16726099999,37.068319,22.025525,7.92,"KALAMATA, GR",FM-12,99999,GR,-
16726399999,37.435128,25.348103,123.44,"MIKONOS, GR",FM-15,99999,GR,-
16726499999,37.422792,24.950936,71.93,"SYROS, GR",FM-12,99999,GR,-
16732099999,37.1,25.3666666,9.8,"NAXOS, GR",FM-12,99999,GR,-
16734199999,37.0833333,25.3666667,3,"CYCLADES ISLANDS, GR",FM-15,99999,GR,-
16738099999,36.7333333,24.4333333,168.35,"MILOS, GR",FM-12,99999,GR,-
16741099999,37.9166666,23.9333333,73.45,"EL VENIZELOS, GR",FM-12,99999,GR,-
16742099999,36.793335,27.091667,125.57,"KOS, GR",FM-12,99999,GR,-
16743099999,36.274258,23.016978,318.51,"KITHIRA, GR",FM-15,99999,GR,-
16744399999,36.399169,25.479333,38.7,"SANTORINI, GR",FM-15,99999,GR,-
16746099999,35.531747,24.149678,149.35,"SOUDA, GR",FM-12,99999,GR,-
16749099999,36.405419,28.086192,5.79,"DIAGORAS, GR",FM-12,99999,GR,-
16754099999,35.339719,25.180297,35.05,"NIKOS KAZANTZAKIS, GR",FM-12,99999,GR,-
16754399999,35.421408,27.146008,20.11,"KARPATHOS, GR",FM-15,99999,GR,-
16757099999,35.2,26.1,28,"SITIA, GR",FM-12,99999,GR,-
16760099999,35.1833333,25.3166666,336,"KASTELI AIRPORT, GR",FM-12,99999,GR,-
16765099999,35.4275,27.1469444,6,"KARPATHOS AIRPORT, GR",FM-12,99999,GR,-
17020099999,41.6333333,32.3333333,33,"BARTIN, TU",FM-12,99999,TU,-
17022099999,41.50499,32.08849,13,"ZONGULDAK, TR",FM-16,99999,TR,-
17022399999,41,29.2166666,121.92,"SAMANDIRA, TU",FM-15,99999,TU,-
17024099999,41.9833333,33.7833333,64,"INEBOLU, TU",FM-12,99999,TU,-
17026099999,42.0333333,35.1666666,32,"SINOP, TU",FM-12,99999,TU,-
17030099999,41.2833333,36.3,4,"SAMSUN, TU",FM-12,99999,TU,-
17031099999,41.254481,36.567106,5.48,"CARSAMBA, TU",FM-12,99999,TU,-
17033099999,40.9833333,37.9,4,"ORDU, TU",FM-12,99999,TU,-
17034099999,40.9166666,38.3833333,37,"GIRESUN, TU",FM-12,99999,TU,-
17038099999,40.995108,39.789728,31.69,"TRABZON, TU",FM-12,99999,TU,-
17040099999,41.0333333,40.5166666,9,"RIZE, TU",FM-12,99999,TU,-
17042099999,41.4,41.4333333,33,"HOPA, TU",FM-12,99999,TU,-
17045099999,41.1833333,41.8166666,628,"ARTVIN, TU",FM-12,99999,TU,-
17046099999,41.1166666,42.7166666,1829,"ARDAHAN, TU",FM-12,99999,TU,-
17050099999,41.6666666,26.5666666,51,"EDIRNE, TU",FM-12,99999,TU,-
17052099999,41.7333333,27.2333333,232,"KIRKLARELI, TU",FM-12,99999,TU,-
17054099999,41.13825,27.919094,174.95,"CORLU, TU",FM-15,99999,TU,-
17056099999,40.9833333,27.55,3,"TEKIRDAG, TU",FM-12,99999,TU,-
17060099999,40.976892,28.821111,49.68,"ATATURK, TU",FM-12,99999,TU,-
17061099999,41.1333333,29.0666666,58,"SARIYER, TU",FM-12,99999,TU,-
17063099999,40.898553,29.309219,95.09,"SABIHA GOKCEN, TU",FM-12,99999,TU,-
17064099999,40.9,29.15,18,"ISTANBUL BOLGE KARTAL, TU",FM-12,99999,TU,-
17066199999,40.767,29.9,76,"IZMIT, TU",FM-12,99999,TU,-
17067499999,36.3,32.3,28,"ANTALYA GAZIPASA, TU",FM-15,99999,TU,-
17068099999,40.85,29.9,70,"CENGIZTOPEL, TU",FM-12,99999,TU,-
17069099999,40.7833333,30.4166666,30,"ADAPAZARI, TU",FM-12,99999,TU,-
17070099999,40.7333333,31.6,743,"BOLU, TU",FM-12,99999,TU,-
17072099999,40.8333333,31.1666666,146,"DUZCE, TU",FM-12,99999,TU,-
17074099999,41.314003,33.795919,1100,"KASTAMONU, TU",FM-12,99999,TU,-
17080099999,40.6,33.6166666,751,"CANKIRI, TU",FM-12,99999,TU,-
17082099999,40.829375,35.521992,535.83,"MERZIFON, TU",FM-12,99999,TU,-
17084099999,40.55,34.95,776,"CORUM, TU",FM-12,99999,TU,-
17085099999,40.65,35.85,412,"AMASYA, TU",FM-12,99999,TU,-
17086099999,40.32494,36.39027,567,"TOKAT, TR",FM-12,99999,TR,-
17088099999,40.4666666,39.4666666,1219,"GUMUSHANE, TU",FM-12,99999,TU,-
17089099999,40.25,40.2333333,1584,"BAYBURT, TU",FM-12,99999,TU,-
17090099999,39.813828,36.903497,1595.93,"SIVAS, TU",FM-12,99999,TU,-
17092099999,39.710203,39.527003,1153.05,"ERZINCAN, TU",FM-12,99999,TU,-
17095099999,39.9,41.2833333,1869,"ERZURUM BOLGE, TU",FM-12,99999,TU,-
17096099999,39.956501,41.170166,1756.56,"ERZURUM, TU",FM-12,99999,TU,-
17098099999,40.562222,43.115002,1794.96,"KARS, TU",FM-12,99999,TU,-
17098199999,37.978886,41.840436,609.9,"SIIRT, TU",FM-15,99999,TU,-
17099099999,39.65,43.0333333,1664.81,"AGRI, TU",FM-16,99999,TU,-
17100099999,39.9166666,44.05,858,"IGDIR, TU",FM-12,99999,TU,-
17100199999,39.9833333,43.8666666,946,"IGDIR AIRPORT, TU",FM-15,99999,TU,-
17112099999,40.137722,26.426777,7.01,"CANAKKALE, TU",FM-15,99999,TU,-
17115099999,40.317972,27.977694,51.81,"BANDIRMA, TU",FM-12,99999,TU,-
17116099999,40.1833333,29.0666667,100,"BURSA, TU",FM-12,99999,TU,-
17117099999,39.433,30.017,921,"KUTAHYA TAFB, TU",FM-16,99999,TU,-
17118099999,40.255208,29.562569,232.86,"YENISEHIR, TU",FM-12,99999,TU,-
17118599999,39.451469,31.365308,970.78,"SIVRIHISAR, TU",FM-15,99999,TU,-
17119099999,40.6666666,29.2833333,4,"YALOVA, TU",FM-12,99999,TU,-
17120099999,40.15,29.9666666,539,"BILECIK, TU",FM-12,99999,TU,-
17124099999,39.784138,30.582111,786.68,"ESKISEHIR, TU",FM-12,99999,TU,-
17127099999,40.078919,32.565625,843.38,"AKINCI, TU",FM-12,99999,TU,-
17128099999,40.128082,32.995083,952.5,"ESENBOGA, TU",FM-12,99999,TU,-
17129099999,39.949831,32.688622,808.63,"ETIMESGUT, TU",FM-12,99999,TU,-
17130099999,39.95,32.8833333,891,"ANKARA CENTRAL, TU",FM-12,99999,TU,-
17131099999,39.93495,32.740775,821.13,"GUVERCINLIK, TU",FM-12,99999,TU,-
17135099999,39.85,33.5166666,748,"KIRIKKALE, TU",FM-12,99999,TU,-
17140099999,39.8166666,34.8,1298,"YOZGAT, TU",FM-12,99999,TU,-
17145099999,39.554589,27.013833,15.24,"EDREMIT KORFEZ, TU",FM-12,99999,TU,-
17150099999,39.619258,27.925958,103.63,"BALIKESIR, TU",FM-12,99999,TU,-
17155099999,39.4166666,29.9666666,969,"KUTAHYA, TU",FM-12,99999,TU,-
17160099999,39.15,34.1666666,1007,"KIRSEHIR, TU",FM-12,99999,TU,-
17165099999,39.1166666,39.55,981,"TUNCELI, TU",FM-12,99999,TU,-
17170099999,38.468219,43.3323,1670.3,"VAN, TU",FM-12,99999,TU,-
17175099999,39.3,26.7,4,"AYVALIK, TU",FM-12,99999,TU,-
17180099999,39.0666666,26.8833333,3,"DIKILI, TU",FM-12,99999,TU,-
17184099999,38.808887,27.83386,80.16,"AKHISAR, TU",FM-12,99999,TU,-
17186099999,38.6166666,27.4333333,71,"MANISA, TU",FM-12,99999,TU,-
17186599999,38.6333333,27.35,73.46,"MANISA SANAYI AIRPORT, TU",FM-15,99999,TU,-
17188099999,38.68148,29.47164,883,"USAK, TR",FM-12,99999,TR,-
17190099999,38.726425,30.601114,1008.88,"AFYON, TU",FM-12,99999,TU,-
17191099999,38.65,32.95,969,"CIHANBEYLI, TU",FM-12,99999,TU,-
17192099999,38.3833333,34.05,961,"AKSARAY, TU",FM-12,99999,TU,-
17193099999,38.6166666,34.7,1260,"NEVSEHIR, TU",FM-12,99999,TU,-
17194099999,38.771867,34.53455,944.88,"KAPADOKYA, TU",FM-16,99999,TU,-
17195099999,38.770386,35.495428,1055.52,"ERKILET, TU",FM-12,99999,TU,-
17197099999,38.35375,38.253944,919.27,"TULGA, TU",FM-12,99999,TU,-
17200099999,38.435347,38.091006,861.97,"ERHAC, TU",FM-12,99999,TU,-
17200599999,40.735028,30.083336,55.47,"TOPEL, TU",FM-15,99999,TU,-
17200699999,39.809858,30.519378,788.82,"ANADOLU, TU",FM-16,99999,TU,-
17202099999,38.606925,39.291417,892.14,"ELAZIG, TU",FM-12,99999,TU,-
17203099999,38.8666666,40.5,1177,"BINGOL, TU",FM-12,99999,TU,-
17204099999,38.7333333,41.5166666,1320,"MUS, TU",FM-12,99999,TU,-
17204399999,38.747769,41.661236,1267.05,"MUS, TU",FM-16,99999,TU,-
17210099999,37.9166666,41.95,896,"SIIRT, TU",FM-12,99999,TU,-
17218099999,38.513022,27.010053,4.87,"CIGLI, TU",FM-12,99999,TU,-
17218999999,38.517608,26.977406,3.96,"KAKLIC, TU",FM-15,99999,TU,-
17219099999,38.292392,27.156953,125.57,"ADNAN MENDERES, TU",FM-12,99999,TU,-
17219199999,38.319106,27.159353,131.97,"GAZIEMIR, TU",FM-15,99999,TU,-
17220099999,38.4333333,27.1666666,29,"IZMIR GUZELYALI, TU",FM-12,99999,TU,-
17221099999,38.3,26.3,5,"CESME, TU",FM-12,99999,TU,-
17232099999,37.8666666,27.25,22,"KUSADASI, TU",FM-12,99999,TU,-
17234099999,37.85,27.85,56,"AYDIN, TU",FM-12,99999,TU,-
17237099999,37.7833333,29.0833333,425,"DENIZLI, TU",FM-12,99999,TU,-
17237599999,37.785567,29.701297,851.91,"CARDAK, TU",FM-12,99999,TU,-
17238099999,37.6666666,30.3333333,967,"BURDUR, TU",FM-12,99999,TU,-
17239099999,38.35,31.4166666,1002,"AKSEHIR, TU",FM-12,99999,TU,-
17240099999,37.785369,30.581817,990.6,"ISPARTA, TU",FM-12,99999,TU,-
17241099999,37.855417,30.368397,864.1,"SULEYMAN DEMIREL, TU",FM-12,99999,TU,-
17244099999,37.979,32.561861,1030.52,"KONYA, TU",FM-12,99999,TU,-
17246099999,37.2,33.2166666,1023,"KARAMAN, TU",FM-12,99999,TU,-
17248099999,37.5,34.05,1044,"EREGLI KONYA, TU",FM-12,99999,TU,-
17250099999,37.9666666,34.6833333,1210,"NIGDE, TU",FM-12,99999,TU,-
17255099999,37.6,36.9333333,572,"KAHRAMANMARAS, TU",FM-15,99999,TU,-
17260099999,36.947183,37.478683,705.61,"OGUZELI, TU",FM-12,99999,TU,-
17262099999,36.7166666,37.1166666,638,"KILIS, TU",FM-12,99999,TU,-
17265099999,37.75,38.2833333,672,"ADIYAMAN, TU",FM-15,99999,TU,-
17270099999,37.1333333,38.7666666,549,"SANLIURFA, TU",FM-12,99999,TU,-
17271099999,37.4833333,38.8833333,825.39,"GAP SANLIURFA, TU",FM-12,99999,TU,-
17275099999,37.3,40.7333333,1050,"MARDIN, TU",FM-15,99999,TU,-
17280099999,37.893897,40.201019,686.1,"DIYARBAKIR, TU",FM-12,99999,TU,-
17282099999,37.928969,41.116583,555.34,"BATMAN, TU",FM-15,99999,TU,-
17282199999,37.3647,42.05821,622,"SIRNAK, TR",FM-15,99999,TR,-
17285099999,37.5666666,43.7666666,1728,"HAKKARI, TU",FM-12,99999,TU,-
17290099999,37.140144,27.669717,61.56,"IMSIK, TU",FM-12,99999,TU,-
17291099999,37.250611,27.664311,6.4,"MILAS BODRUM, TU",FM-12,99999,TU,-
17292099999,37.2166666,28.3666666,646,"MUGLA, TU",FM-12,99999,TU,-
17295099999,36.713056,28.7925,6.09,"DALAMAN, TU",FM-12,99999,TU,-
17296099999,36.6166666,29.1166666,3,"FETHIYE, TU",FM-12,99999,TU,-
17297099999,36.7,27.6666666,28,"DATCA, TU",FM-12,99999,TU,-
17298099999,36.85,28.2666666,16,"MARMARIS, TU",FM-12,99999,TU,-
17300099999,36.898731,30.800461,53.94,"ANTALYA, TU",FM-12,99999,TU,-
17302099999,36.8666666,30.7,47,"ANTALYA BOLGE, TU",FM-12,99999,TU,-
17310099999,36.55,32,6,"ALANYA, TU",FM-12,99999,TU,-
17320099999,36.0833333,32.8333333,4,"ANAMUR, TU",FM-12,99999,TU,-
17330099999,36.3833333,33.9333333,15,"SILIFKE, TU",FM-12,99999,TU,-
17340099999,36.8,34.6333333,3,"MERSIN, TU",FM-12,99999,TU,-
17350033308,37.0021,35.425894,72.5,"INCIRLIK, TU",FM-12,99999,TU,-
17352099999,36.982166,35.280388,19.81,"ADANA, TU",FM-12,99999,TU,-
17355099999,37.1,36.25,94,"OSMANIYE, TU",FM-12,99999,TU,-
17370099999,36.573472,36.154,7.62,"ISKENDERUN, TU",FM-12,99999,TU,-
17372599999,36.35,36.2833333,267,"HATAY, TU",FM-15,99999,TU,-
17375099999,36.3,30.15,2,"FINIKE, TU",FM-12,99999,TU,-
17380099999,36.2,29.65,153,"KAS, TU",FM-12,99999,TU,-
17500099999,35.1833333,32.9833333,52,"GUZELYURT, CY",FM-12,99999,CY,-
17501099999,35.8166666,32.85,129,"LEFKE, CY",FM-12,99999,CY,-
17505099999,35.3,32.9666666,89,"AKDENIZ, CY",FM-12,99999,CY,-
17507099999,35.1666666,32.7333333,20,"YESILIRMAK, CY",FM-12,99999,CY,-
17510099999,35.35,33.3333333,10,"GIRNE, CY",FM-12,99999,CY,-
17515099999,35.2,33.35,131,"LEFKOSA, CY",FM-12,99999,CY,-
17530099999,35.2333333,33.7333333,45,"GECITKALE, CY",FM-12,99999,CY,-
17535099999,35.2833333,33.8833333,39,"ISKELE, CY",FM-12,99999,CY,-
17540099999,35.1333333,33.9333333,0,"GAZIMAGUSA, CY",FM-12,99999,CY,-
17547099999,35.5833333,34.3833333,136,"DIPKARPAZ, CY",FM-12,99999,CY,-
17550099999,35.5333333,34.0166666,123,"YENIERENKOY, CY",FM-12,99999,CY,-
17600099999,34.718039,32.485731,12.49,"PAFOS INTERNATIONAL, CY",FM-15,99999,CY,-
17601099999,34.590416,32.987861,23.16,"AKROTIRI, CY",FM-12,99999,CY,-
17607099999,35.15,33.4,161,"NICOSIA ATHALASSA, CY",FM-12,99999,CY,-
17607499999,35.15,33.5,91,"ERCAN, CY",FM-12,99999,CY,-
17609099999,34.875117,33.62485,2.43,"LARNACA, CY",FM-15,99999,CY,-
20046099999,80.6166666,58.05,22,"POLARGMO IM. E.T. KRENKELJA, RS",FM-12,99999,RS,-
20069099999,79.4833333,76.9833333,10,"OSTROV VIZE, RS",FM-12,99999,RS,-
20087099999,79.55,90.5666666,8,"MGMS IM. G.F. USHAKOVA, RS",FM-12,99999,RS,-
20107099999,78.0666666,14.25,75,"BARENTSBURG, SV",FM-12,99999,SV,-
20292099999,77.7166666,104.3,15,"GMO IM.E.K. FEDOROVA, RS",FM-12,99999,RS,-
20471099999,75.95,82.95,11.9,"IZVESTIJ TSIK, RS",FM-12,99999,RS,-
20476099999,75.4166666,88.9,11,"MYS STERLEGOVA, RS",FM-12,99999,RS,-
20667099999,73.3333333,70.05,7,"IM. M.V. POPOVA, RS",FM-12,99999,RS,-
20674099999,73.5,80.4,47,"OSTROV DIKSON, RS",FM-12,99999,RS,-
20744099999,72.3666666,52.7,19,"MALYE KARMAKULY, RS",FM-12,99999,RS,-
20871099999,71.8833333,82.7,5.9,"SOPOCHNAYA KARGA, RS",FM-12,99999,RS,-
20891099999,71.9833333,102.4666666,33,"HATANGA, RS",FM-12,99999,RS,-
20946099999,70.45,59.0833333,12.21,"IM E K FEDOROVA, RS",FM-12,99999,RS,-
20967099999,70.1666666,72.5166666,17.81,"SEYAHA, RS",FM-12,99999,RS,-
20978099999,70.0833333,83.1666666,28.74,"KARAUL, RS",FM-12,99999,RS,-
20982099999,70.9666666,94.5,40,"VOLOCHANKA, RS",FM-12,99999,RS,-
21432099999,76,137.8666666,8,"OSTROV KOTEL NYJ, RS",FM-12,99999,RS,-
21535099999,74.6666666,138.9,14.6,"SANNIKOVA, RS",FM-12,99999,RS,-
21608099999,73.2166666,113.5,13.27,"ANABAR, RS",FM-12,99999,RS,-
21636099999,73.3358333,139.8666666,24.7,"KIGILYAH, RS",FM-12,99999,RS,-
21711099999,73,119.8666666,14.9,"UST OLENEK, RS",FM-12,99999,RS,-
21721099999,72.4,126.35,19.55,"IM YU A HABAROVA, RS",FM-12,99999,RS,-
21802099999,71.9666666,114.0833333,18,"SASKYLAH, RS",FM-12,99999,RS,-
21813099999,71.9166666,123.5666666,26.6,"TYUMYATI, RS",FM-12,99999,RS,-
21821099999,72,129.1166666,16.49,"BYKOV MYS, RS",FM-12,99999,RS,-
21823099999,62.09325,129.770672,99.06,"YAKUTSK, RS",FM-15,99999,RS,-
21824099999,71.697667,128.903017,9.14,"TIKSI, RS",FM-12,99999,RS,-
21908099999,70.1333333,113.9666666,62,"DZALINDA, RS",FM-12,99999,RS,-
21921099999,70.6833333,127.4,33,"KJUSJUR, RS",FM-12,99999,RS,-
21931099999,70.7666666,136.2166666,24,"JUBILEJNAJA, RS",FM-12,99999,RS,-
21937099999,70.0333333,135.6666666,92.2,"KUJGA, RS",FM-12,99999,RS,-
21946099999,70.6166666,147.8833333,61,"CHOKURDAH, RS",FM-12,99999,RS,-
21978099999,70.0833333,170.9333333,5.8,"VAL KARKAY, RS",FM-12,99999,RS,-
21982099999,70.9833333,-178.65,4,"OSTROV VRANGELYA, RS",FM-12,99999,RS,-
22003099999,69.9333333,31.9833333,8,"VAIDA GUBA BAY, RS",FM-12,99999,RS,-
22004099999,69.4,30.2333333,92,"NIKEL, RS",FM-12,99999,RS,-
22028099999,69.2,35.1166666,30,"TERIBERKA, RS",FM-12,99999,RS,-
22101099999,68.9666666,28.7833333,101,"YANISKOSKI, RS",FM-12,99999,RS,-
22106099999,68.6,31.8,63,"PADUN, RS",FM-12,99999,RS,-
22113099999,68.781672,32.750822,81.07,"MURMANSK, RS",FM-12,99999,RS,-
22127099999,68,35.0333333,162,"LOVOZERO, RS",FM-12,99999,RS,-
22165099999,68.65,43.3,49,"KANIN NOS, RS",FM-12,99999,RS,-
22193099999,68.7833333,49.3,7,"BUGRINO, RS",FM-12,99999,RS,-
22212099999,67.9333333,32.9166666,132,"MONCHEGORSK, RS",FM-12,99999,RS,-
22213099999,67.55,33.35,134,"APATITY, RS",FM-12,99999,RS,-
22217099999,67.15,32.35,25,"KANDALAKSHA, RS",FM-12,99999,RS,-
22235099999,67.35,37.05,156,"KRASNOSCEL E, RS",FM-12,99999,RS,-
22249099999,67.1333333,39.6666666,151,"KANEVKA, RS",FM-12,99999,RS,-
22271099999,67.8833333,44.15,18,"SHOJNA, RS",FM-12,99999,RS,-
22292099999,67.6833333,48.6833333,4,"INDIGA, RS",FM-12,99999,RS,-
22312099999,66.7,32.8833333,18,"KOVDA, RS",FM-12,99999,RS,-
22324099999,66.6833333,34.35,40,"UMBA, RS",FM-12,99999,RS,-
22334099999,66.3333333,36.0166666,3.5,"KASHKARANTSY, RS",FM-12,99999,RS,-
22349099999,66.1833333,39.5333333,9,"PJALICA, RS",FM-12,99999,RS,-
22365099999,66.3833333,43.25,21,"ABRAMOVSKIJ MAJAK, RS",FM-12,99999,RS,-
22383099999,66.7394444,47.7197222,11.5,"NIZHNYAYA PESHA, RS",FM-12,99999,RS,-
22408099999,65.2166666,31.1666666,120,"KALEVALA, RS",FM-12,99999,RS,-
22413099999,65.7833333,33.9333333,80,"ENGOZERO, RS",FM-12,99999,RS,-
22429099999,65.0333333,35.7,7.4,"SOLOVKI, RS",FM-12,99999,RS,-
22438099999,65.2,36.8166666,17,"ZIZGIN, RS",FM-12,99999,RS,-
22446099999,65.4666666,39.7333333,77,"ZIMNEGORSKIJ MAJAK, RS",FM-12,99999,RS,-
22456099999,65.3833333,41.8833333,68.6,"KEPINO, RS",FM-12,99999,RS,-
22471099999,65.8666666,44.2166666,19,"MEZEN, RS",FM-12,99999,RS,-
22481099999,65.7666666,46.2,42.2,"MOSEEVO, RS",FM-12,99999,RS,-
22520099999,64.9833333,34.8,8,"KEM PORT, RS",FM-12,99999,RS,-
22525099999,64.5666666,34.9166666,9,"RAZNAVOLOK, RS",FM-12,99999,RS,-
22529099999,64.2333333,35.8833333,3,"KOLEZMA, RS",FM-12,99999,RS,-
22541099999,64.8333333,38.4,5,"UNSKIJ MAJAK, RS",FM-12,99999,RS,-
22546099999,64.55,39.7666666,7.86,"SEVERODVINSK, RS",FM-12,99999,RS,-
22550099999,64.600281,40.716667,18.89,"TALAGI, RS",FM-15,99999,RS,-
22551099999,64.85,40.2833333,3,"MUD JUG, RS",FM-12,99999,RS,-
22559099999,64.2166666,41.6666666,12,"HOLMOGORY, RS",FM-12,99999,RS,-
22563099999,64.7,43.3833333,31,"PINEGA, RS",FM-12,99999,RS,-
22573099999,64.9,45.7666666,71,"LESUKONSKOE, RS",FM-12,99999,RS,-
22583099999,64.75,47.65,64,"KOJNAS, RS",FM-12,99999,RS,-
22602099999,63.8333333,30.8166666,182,"REBOLY, RS",FM-12,99999,RS,-
22619099999,63.2666666,33.4166666,128,"PADANY, RS",FM-12,99999,RS,-
22621099999,63.7666666,34.2833333,112,"SEGEZA, RS",FM-12,99999,RS,-
22641099999,63.9,38.1166666,13,"ONEGA, RS",FM-12,99999,RS,-
22648099999,63.1166666,39.2333333,34,"TURCASOVO, RS",FM-12,99999,RS,-
22656099999,63.4833333,41.8,18,"EMECK, RS",FM-12,99999,RS,-
22671099999,64.0166666,44.45,65.06,"KARPOGORY, RS",FM-12,99999,RS,-
22676099999,63.5833333,45.6333333,62,"SURA, RS",FM-12,99999,RS,-
22686099999,63.45,47.9166666,80,"VENDINGA, RS",FM-12,99999,RS,-
22695099999,63.45,48.9,158,"KOSLAN, RS",FM-12,99999,RS,-
22717099999,62.1,32.3833333,156,"SUOYARVI, RS",FM-12,99999,RS,-
22721099999,62.9166666,34.4333333,81,"MEDVEZEGORSK, RS",FM-12,99999,RS,-
22727099999,62.1666666,34.3,38,"KONDOPOGA, RS",FM-12,99999,RS,-
22749099999,62.1333333,39.3,101.3,"KONEVO, RS",FM-12,99999,RS,-
22762099999,62.8166666,42.7833333,34,"DVINSKIJ BEREZNIK, RS",FM-12,99999,RS,-
22768099999,62.1,42.9,45,"SHENKURSK, RS",FM-12,99999,RS,-
22778099999,62.2333333,45.0166666,58,"VERHNJAJA TOJMA, RS",FM-12,99999,RS,-
22798099999,62.1666666,49.1166666,92,"JARENSK, RS",FM-12,99999,RS,-
22802099999,61.7166666,30.7166666,19,"SORTAVALA, RS",FM-12,99999,RS,-
22805099999,61.3666666,30.8833333,16,"VALAAM, RS",FM-12,99999,RS,-
22820099999,61.8166666,34.2666666,110,"PETROZAVODSK, RS",FM-12,99999,RS,-
22831099999,61.8,36.5833333,44,"PUDOZ, RS",FM-12,99999,RS,-
22837099999,61.0166666,36.45,56,"VYTEGRA, RS",FM-12,99999,RS,-
22845099999,61.5,38.9333333,126,"KARGOPOL, RS",FM-12,99999,RS,-
22854099999,61.6666666,40.1833333,233,"NJANDOMA, RS",FM-12,99999,RS,-
22867099999,61.0833333,42.0666666,91,"VEL SK, RS",FM-12,99999,RS,-
22869099999,61.1333333,43.35,117.2,"SHANGALY, RS",FM-12,99999,RS,-
22876099999,61.55,45.9333333,59.6,"KRASNOBORSK, RS",FM-12,99999,RS,-
22887099999,61.2333333,46.7166667,56,"KOTLAS, RS",FM-12,99999,RS,-
22889099999,61.1166666,48,69.75,"VILEGODSKOE, RS",FM-12,99999,RS,-
22892099999,60.7166666,28.7333333,13,"VYBORG, RS",FM-12,99999,RS,-
22912099999,60.9833333,32.9833333,12,"OLONEC, RS",FM-12,99999,RS,-
22913099999,60.7166666,33.55,23,"LODEJNOE POLE, RS",FM-12,99999,RS,-
22917099999,60.1166666,32.3166666,9,"NOVAJA LADOGA, RS",FM-12,99999,RS,-
22925099999,60.6333333,34.7833333,111,"VINNICY, RS",FM-12,99999,RS,-
22939099999,60.0166666,37.75,131,"BELOZERSK, RS",FM-12,99999,RS,-
22951099999,60.9833333,40.25,226.5,"KONOSHA, RS",FM-12,99999,RS,-
22954099999,60.4666666,40.2,202,"VOZEGA, RS",FM-12,99999,RS,-
22974099999,60.4166666,44.2166666,136.48,"NYUKSENITSA, RS",FM-12,99999,RS,-
22981099999,60.7666666,46.25,99,"VELIKIJ USTJUG, RS",FM-12,99999,RS,-
22983099999,60.7,47.6,84.1,"LAL SK, RS",FM-12,99999,RS,-
22996099999,60.3666666,49.65,152,"OB JACEVO, RS",FM-12,99999,RS,-
23022099999,69.75,61.7,49,"AMADERMA, RS",FM-12,99999,RS,-
23032099999,69.7166666,66.8,25,"MARESALE, RS",FM-12,99999,RS,-
23058099999,69.0833333,76.85,3,"ANTIPAJUTA, RS",FM-12,99999,RS,-
23078099999,69.3333333,88.25,64,"NORIL SK, RS",FM-12,99999,RS,-
23112099999,68.8,57.9833333,6.61,"VARANDEY, RS",FM-12,99999,RS,-
23114099999,68.5333333,55.5,6.7,"MYS KONSTANTINOVSKIJ, RS",FM-12,99999,RS,-
23174099999,68.6666666,86.25,41,"POTAPOVO, RS",FM-12,99999,RS,-
23179099999,68.1,87.7666666,93.8,"SNEZHNOGORSK, RS",FM-12,99999,RS,-
23205099999,67.6333333,53.0333333,12,"NAR JAN MAR, RS",FM-12,99999,RS,-
23220499999,57.189567,65.3243,115.21,"ROSCHINO, RS",FM-15,99999,RS,-
23221599999,53.393131,58.755661,435.86,"MAGNITOGORSK, RS",FM-15,99999,RS,-
23226099999,67.4833333,64.0166666,172,"VORKUTA, RS",FM-12,99999,RS,-
23242099999,67.6833333,72.8833333,12,"NOVYJ PORT, RS",FM-12,99999,RS,-
23256099999,67.4666666,78.7333333,8,"TAZOVSKIJ, RS",FM-12,99999,RS,-
23274099999,67.4666666,86.5666666,28,"IGARKA, RS",FM-12,99999,RS,-
23305099999,66.25,52.55,22,"OKUNEV NOS, RS",FM-12,99999,RS,-
23324099999,66.4333333,60.7666666,62,"PETRUN, RS",FM-12,99999,RS,-
23330099999,66.5333333,66.6666666,16,"SALEHARD, RS",FM-12,99999,RS,-
23339099999,66.0333333,68.6833333,35.9,"POLUJ, RS",FM-12,99999,RS,-
23345099999,66.6333333,72.9333333,7,"NYDA, RS",FM-12,99999,RS,-
23358099999,66.1,76.7833333,61.9,"NOVYJ URENGOJ, RS",FM-12,99999,RS,-
23376099999,66.9333333,88.3666666,100.8,"SVETLOGORSK, RS",FM-12,99999,RS,-
23383099999,66.8833333,93.4666666,278,"AGATA, RS",FM-12,99999,RS,-
23405099999,65.4333333,52.2666666,68,"UST CIL MA, RS",FM-12,99999,RS,-
23412099999,65.9666666,56.9166666,78,"UST USA, RS",FM-12,99999,RS,-
23418099999,65.1333333,57.1333333,53.2,"PECHORA, RS",FM-12,99999,RS,-
23426099999,65.4833333,64.7166666,19,"MUZHI, RS",FM-12,99999,RS,-
23431099999,65.8333333,65.9333333,16.5,"PITLYAR, RS",FM-12,99999,RS,-
23443099999,65.8333333,74.5,51.9,"PANGODY, RS",FM-12,99999,RS,-
23445099999,65.4666666,72.6666666,19,"NADYM, RS",FM-12,99999,RS,-
23453099999,65.95,78.4,23.7,"URENGOJ, RS",FM-12,99999,RS,-
23465099999,65.7,82.45,24.7,"KRASNOSEL KUPSK, RS",FM-12,99999,RS,-
23471099999,60.949272,76.483617,53.94,"NIZHNEVARTOVSK, RS",FM-12,99999,RS,-
23472099999,65.7833333,87.9888889,38,"TURUHANSK, RS",FM-12,99999,RS,-
