var_name,Max_RH_pct,Rel_Hum_pct,Mean_RH_pct,ref_date
PRD000977H04,79,48,66,
PRD000978H04,68,32,51,
PRD000979H04,96,40,64,
PRD000980H04,97,44,75,
PRD000981H04,91,60,75,
PRD000982H04,73,33,50,
PRD000983H04,70,28,48,
PRD000984H04,93,40,70,
PRD000985H04,100,84,91,
PRD000986H04,100,76,90,
PRD000987H04,100,73,82,
PRD000988H04,87,34,57,
PRD000989H04,97,58,77,
PRD000990H04,87,46,68,
PRD000991H04,100,59,79,
PRD000992H04,100,79,93,
PRD000993H04,100,65,80,
PRD000994H04,86,51,66,
PRD000995H04,81,43,65,
PRD000996H04,70,34,50,
PRD000997H04,91,60,77,
PRD000998H04,100,57,78,
PRD000999H04,100,76,91,
PRD001000H04,97,78,90,
PRD001001H04,87,33,55,
PRD001002H04,72,27,46,
PRD001003H04,96,65,86,
PRD001004H04,100,76,90,
PRD001005H04,100,84,96,
PRD001006H04,100,74,93,
PRD001007H04,100,68,83,
PRD001008H04,87,28,54,
PRD001009H04,40,19,25,
PRD001010H04,42,14,25,
PRD001011H04,71,25,42,
PRD001012H04,93,61,84,
PRD001013H04,97,77,88,
PRD001014H04,87,40,66,
PRD001015H04,100,70,89,
PRD001016H04,93,58,78,
PRD001017H04,96,69,89,
PRD001018H04,93,32,64,
PRD001019H04,86,18,39,
PRD001020H04,29,11,19,
PRD001021H04,53,12,28,
PRD001022H04,87,29,42,
PRD001023H04,97,74,86,
PRD001024H04,73,24,56,
PRD001025H04,86,42,62,
PRD001026H04,83,35,55,
PRD001027H04,86,18,43,
PRD001028H04,97,55,77,
PRD001029H04,85,24,52,
PRD001030H04,97,39,63,
PRD001031H04,93,36,57,
PRD001032H04,80,28,43,
PRD001033H04,86,49,69,
PRD001034H04,74,19,46,
PRD001035H04,93,36,70,
PRD001036H04,87,52,77,
PRD001037H04,86,42,68,
PRD001038H04,80,38,55,
PRD001039H04,66,34,45,
PRD001040H04,80,47,64,
PRD001041H04,100,30,69,
PRD001042H04,100,77,92,
PRD001043H04,97,80,88,
PRD001044H04,93,40,65,
PRD001045H04,68,37,48,
PRD001046H04,86,62,77,
PRD001047H04,82,32,51,
PRD001048H04,100,37,58,
PRD001049H04,100,74,90,
PRD001050H04,76,28,47,
PRD001051H04,48,27,37,
PRD001052H04,42,23,32,
PRD001053H04,70,38,50,
PRD001054H04,71,43,55,
PRD001055H04,97,46,68,
PRD001056H04,97,89,94,
PRD001057H04,89,30,52,
PRD001058H04,39,12,22,
PRD001059H04,56,20,35,
PRD001060H04,90,48,57,
PRD001061H04,100,78,89,
PRD001062H04,100,70,89,
PRD001063H04,100,92,95,
PRD001064H04,97,43,70,
PRD001065H04,77,47,62,
PRD001066H04,71,34,55,
PRD001067H04,81,35,49,
PRD001068H04,100,40,78,
PRD001069H04,97,31,74,
PRD001070H04,96,35,76,
PRD001071H04,97,48,85,
PRD001072H04,52,29,40,
PRD001073H04,90,55,79,
PRD001074H04,97,73,89,
PRD001075H04,76,38,59,
PRD001076H04,61,35,45,
PRD001077H04,83,24,44,
PRD001078H04,89,32,61,
PRD001079H04,97,43,66,
PRD001080H04,59,20,33,
PRD001081H04,61,28,43,
PRD001082H04,55,39,49,
PRD001083H04,96,48,77,
PRD001084H04,56,33,44,
PRD001085H04,97,34,69,
PRD001086H04,97,80,93,
PRD001087H04,96,41,68,
PRD001088H04,67,35,49,
PRD001089H04,72,25,46,
PRD001090H04,100,31,56,
PRD001091H04,100,72,85,
PRD001092H04,89,58,72,
PRD001093H04,57,34,46,
PRD001094H04,53,38,44,
PRD001095H04,96,47,80,
PRD001096H04,82,30,50,
PRD001097H04,79,52,69,
PRD001098H04,100,29,60,
PRD001099H04,93,45,68,
PRD001100H04,96,49,68,
PRD001101H04,97,72,91,
PRD001102H04,78,46,61,
PRD001103H04,84,47,58,
PRD001104H04,97,81,91,
PRD001105H04,100,93,98,
PRD001106H04,100,82,91,
PRD001107H04,75,54,65,
PRD001108H04,68,32,51,
PRD001109H04,56,42,50,
PRD001110H04,92,47,72,
PRD001111H04,92,51,76,
PRD001112H04,71,38,54,
PRD001113H04,52,27,38,
PRD001114H04,79,43,59,
PRD001115H04,85,56,70,
PRD001116H04,85,40,52,
PRD001117H04,65,41,54,
PRD001118H04,53,35,44,
PRD001119H04,93,42,68,
PRD001120H04,79,42,64,
PRD001121H04,63,34,47,
PRD001122H04,97,54,76,
PRD001123H04,93,48,66,
PRD001124H04,62,25,43,
PRD001125H04,89,55,68,
PRD001126H04,86,39,68,
PRD001127H04,70,43,55,
PRD001128H04,60,32,41,
PRD001129H04,86,33,46,
PRD001130H04,93,58,78,
PRD001131H04,61,31,50,
PRD001132H04,92,47,68,
PRD001133H04,89,38,55,
PRD001134H04,97,66,88,
PRD001135H04,64,44,54,
PRD001136H04,63,37,50,
PRD001137H04,100,63,87,
PRD001138H04,100,96,99,
PRD001139H04,100,86,95,
PRD001140H04,100,80,92,
PRD001141H04,97,89,93,
PRD001142H04,97,58,76,
PRD001143H04,93,53,66,
PRD001144H04,77,43,55,
PRD001145H04,97,80,90,
PRD001146H04,89,54,81,
PRD001147H04,56,39,47,
PRD001148H04,97,39,62,
PRD001149H04,76,47,63,
PRD001150H04,67,35,52,
PRD001151H04,100,48,63,
PRD001152H04,100,33,81,
PRD001153H04,86,16,42,
PRD001154H04,96,53,78,
PRD001155H04,97,51,68,
PRD001156H04,53,31,41,
PRD001157H04,53,32,42,
PRD001158H04,54,28,40,
PRD001159H04,100,72,94,
PRD001160H04,82,52,65,
PRD001161H04,70,41,52,
PRD001162H04,93,55,70,
PRD001163H04,55,38,47,
PRD001164H04,96,44,87,
PRD001165H04,71,31,47,
PRD001166H04,74,48,60,
PRD001167H04,54,34,44,
PRD001168H04,89,52,75,
PRD001169H04,77,39,54,
PRD001170H04,76,53,62,
PRD001171H04,68,48,57,
PRD001172H04,85,48,76,
PRD001173H04,55,42,48,
PRD001174H04,90,47,69,
PRD001175H04,73,37,57,
PRD001176H04,59,26,46,
PRD001177H04,61,32,45,
PRD001178H04,93,41,66,
PRD001179H04,93,49,73,
PRD001180H04,75,40,58,
PRD001181H04,83,36,48,
PRD001182H04,97,62,81,
PRD001183H04,93,48,73,
PRD001184H04,70,41,54,
PRD001185H04,86,48,68,
PRD001186H04,79,54,65,
PRD001187H04,90,54,72,
PRD001188H04,97,49,80,
PRD001189H04,87,47,71,
PRD001190H04,89,28,54,
PRD001191H04,93,42,70,
PRD001192H04,77,35,53,
PRD001193H04,89,34,61,
PRD001194H04,79,34,62,
PRD001195H04,82,34,54,
PRD001196H04,79,31,53,
PRD001197H04,76,34,51,
PRD001198H04,80,42,62,
