var_name,precip_depth_sum_mm,ref_date
PRD001596H19,0,
PRD001596H18,0,
PRD001596H17,0,
PRD001596H16,0,
PRD001596H15,0,
PRD001596H14,0,
PRD001596H13,0,
PRD001596H12,0,
PRD001596H11,0,
PRD001596H10,0,
PRD001596H09,0,
PRD001596H08,0,
PRD001596H07,0,
PRD001596H06,0,
PRD001596H05,0,
PRD001596H04,0,
PRD001596H03,0,
PRD001596H02,0,
PRD001596H01,0,
PRD001596H00,0,
PRD001597H23,0,
PRD001597H22,0,
PRD001597H21,0,
PRD001597H20,0,
PRD001597H19,0,
PRD001597H18,0,
PRD001597H17,0,
PRD001597H16,0,
PRD001597H15,0,
PRD001597H14,0,
PRD001597H13,0,
PRD001597H12,0,
PRD001597H11,0,
PRD001597H10,0,
PRD001597H09,0,
PRD001597H08,0,
PRD001597H07,0,
PRD001597H06,0,
PRD001597H05,0,
PRD001597H04,0,
PRD001597H03,0,
PRD001597H02,0,
PRD001597H01,0,
PRD001597H00,0,
PRD001598H23,0,
PRD001598H22,0,
PRD001598H21,0,
PRD001598H20,0,
PRD001598H19,0,
PRD001598H18,0,
PRD001598H17,0,
PRD001598H16,0,
PRD001598H15,0,
PRD001598H14,0,
PRD001598H13,0,
PRD001598H12,0,
PRD001598H11,0,
PRD001598H10,0,
PRD001598H09,0,
PRD001598H08,0,
PRD001598H07,0,
PRD001598H06,0,
PRD001598H05,0,
PRD001598H04,0,
PRD001598H03,0,
PRD001598H02,0,
PRD001598H01,0,
PRD001598H00,0,
PRD001599H23,0,
PRD001599H22,0,
PRD001599H21,0,
PRD001599H20,0,
PRD001599H19,0,
PRD001599H18,0,
PRD001599H17,0,
PRD001599H16,0,
PRD001599H15,0,
PRD001599H14,0,
PRD001599H13,0,
PRD001599H12,0,
PRD001599H11,0,
PRD001599H10,0,
PRD001599H09,0,
PRD001599H08,0,
PRD001599H07,0,
PRD001599H06,0,
PRD001599H05,0,
PRD001599H04,0,
PRD001599H03,0,
PRD001599H02,0,
PRD001599H01,0,
PRD001599H00,0,
PRD001600H23,0,
PRD001600H22,0,
PRD001600H21,0,
PRD001600H20,0,
PRD001600H19,0,
PRD001600H18,0,
PRD001600H17,0,
PRD001600H16,0,
PRD001600H15,0,
PRD001600H14,,
PRD001600H13,0,
PRD001600H12,0,
PRD001600H11,0,
PRD001600H10,0,
PRD001600H09,0,
PRD001600H08,0,
PRD001600H07,0,
PRD001600H06,0,
PRD001600H05,0,
PRD001600H04,0,
PRD001600H03,0,
PRD001600H02,0,
PRD001600H01,0,
PRD001600H00,0,
PRD001601H23,0,
PRD001601H22,0,
PRD001601H21,0,
PRD001601H20,0,
PRD001601H19,0,
PRD001601H18,0,
PRD001601H17,0,
PRD001601H16,0,
PRD001601H15,0,
PRD001601H14,0,
PRD001601H13,0,
PRD001601H12,0,
PRD001601H11,0,
PRD001601H10,0,
PRD001601H09,0,
PRD001601H08,0,
PRD001601H07,0,
PRD001601H06,0,
PRD001601H05,0,
PRD001601H04,0,
PRD001601H03,0,
PRD001601H02,0,
PRD001601H01,0,
PRD001601H00,0,
PRD001602H23,0,
PRD001602H22,0,
PRD001602H21,0,
PRD001602H20,0,
PRD001602H19,0,
PRD001602H18,0,
PRD001602H17,0,
PRD001602H16,0,
PRD001602H15,0,
PRD001602H14,0,
PRD001602H13,0,
PRD001602H12,0,
PRD001602H11,0,
PRD001602H10,0,
PRD001602H09,0,
PRD001602H08,0,
PRD001602H07,0,
PRD001602H06,0,
PRD001602H05,0,
PRD001602H04,0,
PRD001602H03,0,
PRD001602H02,0,
PRD001602H01,0,
PRD001602H00,0,
PRD001603H23,0,
PRD001603H22,0,
PRD001603H21,0,
PRD001603H20,0,
PRD001603H19,0,
PRD001603H18,0,
PRD001603H17,0,
PRD001603H16,0,
PRD001603H15,0,
PRD001603H14,0,
PRD001603H13,0,
PRD001603H12,0,
PRD001603H11,0,
PRD001603H10,0,
PRD001603H09,0,
PRD001603H08,0,
PRD001603H07,0,
PRD001603H06,0,
PRD001603H05,0,
PRD001603H04,0,
PRD001603H03,0,
PRD001603H02,0,
PRD001603H01,0,
PRD001603H00,0,
PRD001604H23,0,
PRD001604H22,0,
PRD001604H21,0,
PRD001604H20,0,
PRD001604H19,0,
PRD001604H18,0,
PRD001604H17,0,
PRD001604H16,0,
PRD001604H15,0,
PRD001604H14,0,
PRD001604H13,0,
PRD001604H12,0,
PRD001604H11,0,
PRD001604H10,0,
PRD001604H09,0,
PRD001604H08,0,
PRD001604H07,0,
PRD001604H06,0,
PRD001604H05,0,
PRD001604H04,0,
PRD001604H03,0,
PRD001604H02,0,
PRD001604H01,0,
PRD001604H00,0,
PRD001605H23,0,
PRD001605H22,0,
PRD001605H21,0,
PRD001605H20,0,
PRD001605H19,0,
PRD001605H18,0,
PRD001605H17,0,
PRD001605H16,0,
PRD001605H15,0,
PRD001605H14,0,
PRD001605H13,0,
PRD001605H12,0,
PRD001605H11,0,
PRD001605H10,0,
PRD001605H09,0,
PRD001605H08,0,
PRD001605H07,0,
PRD001605H06,0,
PRD001605H05,0,
PRD001605H04,0,
PRD001605H03,0,
PRD001605H02,0,
PRD001605H01,0,
PRD001605H00,0,
PRD001606H23,0,
PRD001606H22,0,
PRD001606H21,0,
PRD001606H20,0,
PRD001606H19,0,
PRD001606H18,0,
PRD001606H17,0,
PRD001606H16,0,
PRD001606H15,0,
PRD001606H14,0,
PRD001606H13,0,
PRD001606H12,0,
PRD001606H11,0,
PRD001606H10,0,
PRD001606H09,0,
PRD001606H08,0,
PRD001606H07,0,
PRD001606H06,0,
PRD001606H05,0,
PRD001606H04,0,
PRD001606H03,0,
PRD001606H02,0,
PRD001606H01,0,
PRD001606H00,0,
PRD001607H23,0,
PRD001607H22,0,
PRD001607H21,0,
PRD001607H20,0,
PRD001607H19,0,
PRD001607H18,0,
PRD001607H17,0,
PRD001607H16,0,
PRD001607H15,0,
PRD001607H14,0,
PRD001607H13,0,
PRD001607H12,0,
PRD001607H11,0,
PRD001607H10,0,
PRD001607H09,0,
PRD001607H08,0,
PRD001607H07,0,
PRD001607H06,0,
PRD001607H05,0,
PRD001607H04,0,
PRD001607H03,0,
PRD001607H02,0,
PRD001607H01,0,
PRD001607H00,0,
PRD001608H23,0,
PRD001608H22,0,
PRD001608H21,0,
PRD001608H20,0,
PRD001608H19,0,
PRD001608H18,0,
PRD001608H17,0,
PRD001608H16,0,
PRD001608H15,0,
PRD001608H14,0,
PRD001608H13,0,
PRD001608H12,0,
PRD001608H11,0,
PRD001608H10,0,
PRD001608H09,0,
PRD001608H08,0,
PRD001608H07,0,
PRD001608H06,0,
PRD001608H05,0,
PRD001608H04,0,
PRD001608H03,0,
PRD001608H02,0,
PRD001608H01,0,
PRD001608H00,0,
PRD001609H23,0,
PRD001609H22,0,
PRD001609H21,0,
PRD001609H20,0,
PRD001609H19,0,
PRD001609H18,0,
PRD001609H17,0,
PRD001609H16,0,
PRD001609H15,0,
PRD001609H14,0,
PRD001609H13,0,
PRD001609H12,0,
PRD001609H11,0,
PRD001609H10,0,
PRD001609H09,0,
PRD001609H08,0,
PRD001609H07,0,
PRD001609H06,0,
PRD001609H05,0,
PRD001609H04,0,
PRD001609H03,0,
PRD001609H02,0,
PRD001609H01,0,
PRD001609H00,0,
PRD001610H23,0,
PRD001610H22,0,
PRD001610H21,0,
PRD001610H20,0,
PRD001610H19,0,
PRD001610H18,0,
PRD001610H17,0,
PRD001610H16,0,
PRD001610H15,0,
PRD001610H14,0,
PRD001610H13,0,
PRD001610H12,0,
PRD001610H11,0,
PRD001610H10,0,
PRD001610H09,0,
PRD001610H08,0,
PRD001610H07,0,
PRD001610H06,0,
PRD001610H05,0,
PRD001610H04,0,
PRD001610H03,0,
PRD001610H02,0,
PRD001610H01,0,
PRD001610H00,0,
PRD001611H23,0,
PRD001611H22,0,
PRD001611H21,0,
PRD001611H20,0,
PRD001611H19,0,
PRD001611H18,0,
PRD001611H17,0,
PRD001611H16,0,
PRD001611H15,0,
PRD001611H14,0,
PRD001611H13,0,
PRD001611H12,0,
PRD001611H11,0,
PRD001611H10,0,
PRD001611H09,0,
PRD001611H08,0,
PRD001611H07,0,
PRD001611H06,0,
PRD001611H05,0,
PRD001611H04,0,
PRD001611H03,0,
PRD001611H02,0,
PRD001611H01,0,
PRD001611H00,0,
PRD001612H23,0,
PRD001612H22,0,
PRD001612H21,0,
PRD001612H20,0,
PRD001612H19,0,
PRD001612H18,0,
PRD001612H17,0,
PRD001612H16,0,
PRD001612H15,0,
PRD001612H14,0,
PRD001612H13,0,
PRD001612H12,0,
PRD001612H11,0,
PRD001612H10,0,
PRD001612H09,0,
PRD001612H08,0,
PRD001612H07,0,
PRD001612H06,0,
PRD001612H05,0,
PRD001612H04,0,
PRD001612H03,0,
PRD001612H02,0,
PRD001612H01,0,
PRD001612H00,0,
PRD001613H23,0,
PRD001613H22,0,
PRD001613H21,0,
PRD001613H20,0,
PRD001613H19,0,
PRD001613H18,0,
PRD001613H17,0,
PRD001613H16,0,
PRD001613H15,0,
PRD001613H14,0,
PRD001613H13,0,
PRD001613H12,0,
PRD001613H11,0,
PRD001613H10,0,
PRD001613H09,0,
PRD001613H08,0,
PRD001613H07,0,
PRD001613H06,0,
PRD001613H05,0,
PRD001613H04,0,
PRD001613H03,0,
PRD001613H02,0,
PRD001613H01,0,
PRD001613H00,0,
PRD001614H23,0,
PRD001614H22,0,
PRD001614H21,0,
PRD001614H20,0,
PRD001614H19,0,
PRD001614H18,0,
PRD001614H17,0,
PRD001614H16,0,
PRD001614H15,0,
PRD001614H14,0,
PRD001614H13,0,
PRD001614H12,0,
PRD001614H11,0,
PRD001614H10,0,
PRD001614H09,0,
PRD001614H08,0,
PRD001614H07,0,
PRD001614H06,0,
PRD001614H05,0,
PRD001614H04,0,
PRD001614H03,0,
PRD001614H02,0,
PRD001614H01,0,
PRD001614H00,0,
PRD001615H23,0,
PRD001615H22,0,
PRD001615H21,0,
PRD001615H20,0,
PRD001615H19,0,
PRD001615H18,0,
PRD001615H17,0,
PRD001615H16,0,
PRD001615H15,0,
PRD001615H14,0,
PRD001615H13,0,
PRD001615H12,0,
PRD001615H11,0,
PRD001615H10,0,
PRD001615H09,0,
PRD001615H08,0,
PRD001615H07,0,
PRD001615H06,0,
PRD001615H05,0,
PRD001615H04,0,
PRD001615H03,0,
PRD001615H02,0,
PRD001615H01,0,
PRD001615H00,0,
PRD001616H23,0,
PRD001616H22,0,
PRD001616H21,0,
PRD001616H20,0,
PRD001616H19,0,
PRD001616H18,0,
PRD001616H17,0,
PRD001616H16,0,
PRD001616H15,0,
PRD001616H14,0,
PRD001616H13,0,
PRD001616H12,0,
PRD001616H11,0,
PRD001616H10,0,
PRD001616H09,0,
PRD001616H08,0,
PRD001616H07,0,
PRD001616H06,0,
PRD001616H05,0,
PRD001616H04,0,
PRD001616H03,0,
PRD001616H02,0,
PRD001616H01,0,
PRD001616H00,0,
PRD001617H23,0,
PRD001617H22,0,
PRD001617H21,0,
PRD001617H20,0,
PRD001617H19,0,
PRD001617H18,0,
PRD001617H17,0,
PRD001617H16,0,
PRD001617H15,0,
PRD001617H14,0,
PRD001617H13,0,
PRD001617H12,0,
PRD001617H11,0,
PRD001617H10,0,
PRD001617H09,0,
PRD001617H08,0,
PRD001617H07,0,
PRD001617H06,0,
PRD001617H05,0,
PRD001617H04,0,
PRD001617H03,0,
PRD001617H02,0,
PRD001617H01,0,
PRD001617H00,0,
PRD001618H23,0,
PRD001618H22,0,
PRD001618H21,0,
PRD001618H20,0,
PRD001618H19,0,
PRD001618H18,0,
PRD001618H17,0,
PRD001618H16,0,
PRD001618H15,0,
PRD001618H14,0,
PRD001618H13,0,
PRD001618H12,0,
PRD001618H11,0,
PRD001618H10,0,
PRD001618H09,0,
PRD001618H08,0,
PRD001618H07,0,
PRD001618H06,0,
PRD001618H05,0,
PRD001618H04,0,
PRD001618H03,0,
PRD001618H02,0,
PRD001618H01,0,
PRD001618H00,0,
PRD001619H23,0,
PRD001619H22,0,
PRD001619H21,0,
PRD001619H20,0,
PRD001619H19,0,
PRD001619H18,0,
PRD001619H17,0,
PRD001619H16,0,
PRD001619H15,0,
PRD001619H14,0,
PRD001619H13,0,
PRD001619H12,0,
PRD001619H11,0,
PRD001619H10,0,
PRD001619H09,0,
PRD001619H08,0,
PRD001619H07,0,
PRD001619H06,0,
PRD001619H05,0,
PRD001619H04,0,
PRD001619H03,0,
PRD001619H02,0,
PRD001619H01,0,
PRD001619H00,0,
PRD001620H23,0,
PRD001620H22,0,
PRD001620H21,0,
PRD001620H20,0,
PRD001620H19,0,
PRD001620H18,0,
PRD001620H17,0,
PRD001620H16,0,
PRD001620H15,0,
PRD001620H14,0,
PRD001620H13,0,
PRD001620H12,0,
PRD001620H11,0,
PRD001620H10,0,
PRD001620H09,0,
PRD001620H08,0,
PRD001620H07,0,
PRD001620H06,0,
PRD001620H05,0,
PRD001620H04,0,
PRD001620H03,0,
PRD001620H02,0,
PRD001620H01,0,
PRD001620H00,0,
PRD001621H23,0,
PRD001621H22,0,
PRD001621H21,0,
PRD001621H20,0,
PRD001621H19,0,
PRD001621H18,0,
PRD001621H17,0,
PRD001621H16,0,
PRD001621H15,0,
PRD001621H14,0,
PRD001621H13,0,
PRD001621H12,0,
PRD001621H11,0,
PRD001621H10,0,
PRD001621H09,0,
PRD001621H08,0,
PRD001621H07,0,
PRD001621H06,0,
PRD001621H05,0,
PRD001621H04,0,
PRD001621H03,0,
PRD001621H02,0,
PRD001621H01,0,
PRD001621H00,0,
PRD001622H23,0,
PRD001622H22,0,
PRD001622H21,0,
PRD001622H20,0,
PRD001622H19,0,
PRD001622H18,0,
PRD001622H17,0,
PRD001622H16,0,
PRD001622H15,0,
PRD001622H14,0.2,
PRD001622H13,6.5,
PRD001622H12,3.9,
PRD001622H11,0.5,
PRD001622H10,0,
PRD001622H09,0,
PRD001622H08,0,
PRD001622H07,0,
PRD001622H06,0,
PRD001622H05,0,
PRD001622H04,0,
PRD001622H03,0,
PRD001622H02,0,
PRD001622H01,0,
PRD001622H00,0,
PRD001623H23,0,
PRD001623H22,0,
PRD001623H21,0,
PRD001623H20,0,
PRD001623H19,0,
PRD001623H18,0,
PRD001623H17,0.3,
PRD001623H16,2.7,
PRD001623H15,7,
PRD001623H14,1.9,
PRD001623H13,0.3,
PRD001623H12,0,
PRD001623H11,0,
PRD001623H10,0,
PRD001623H09,0,
PRD001623H08,0.3,
PRD001623H07,1,
PRD001623H06,3.7,
PRD001623H05,31.2,
PRD001623H04,12.7,
PRD001623H03,0,
PRD001623H02,0,
PRD001623H01,0.5,
PRD001623H00,0,
PRD001624H23,0.2,
PRD001624H22,4.7,
PRD001624H21,0,
PRD001624H20,0.3,
PRD001624H19,0,
PRD001624H18,0,
PRD001624H17,0,
PRD001624H16,0,
PRD001624H15,0,
PRD001624H14,0,
PRD001624H13,0,
PRD001624H12,0,
PRD001624H11,0,
PRD001624H10,0,
PRD001624H09,0,
PRD001624H08,0,
PRD001624H07,0,
PRD001624H06,0,
PRD001624H05,0,
PRD001624H04,0,
PRD001624H03,0,
PRD001624H02,0,
PRD001624H01,0,
PRD001624H00,0,
PRD001625H23,0,
PRD001625H22,0,
PRD001625H21,0,
PRD001625H20,0,
PRD001625H19,0,
PRD001625H18,0,
PRD001625H17,0,
PRD001625H16,0,
PRD001625H15,0,
PRD001625H14,0,
PRD001625H13,0,
PRD001625H12,0,
PRD001625H11,0,
PRD001625H10,0,
PRD001625H09,0,
PRD001625H08,0,
PRD001625H07,0,
PRD001625H06,0,
PRD001625H05,0,
PRD001625H04,0,
PRD001625H03,0,
PRD001625H02,0,
PRD001625H01,0,
PRD001625H00,0,
PRD001626H23,0,
PRD001626H22,0,
PRD001626H21,0,
PRD001626H20,0,
PRD001626H19,0,
PRD001626H18,0,
PRD001626H17,0,
PRD001626H16,0,
PRD001626H15,0,
PRD001626H14,0,
PRD001626H13,0,
PRD001626H12,0,
PRD001626H11,0,
PRD001626H10,0,
PRD001626H09,0,
PRD001626H08,0,
PRD001626H07,0,
PRD001626H06,0,
PRD001626H05,0,
PRD001626H04,0,
PRD001626H03,0,
PRD001626H02,0,
PRD001626H01,0,
PRD001626H00,0,
PRD001627H23,0,
PRD001627H22,0,
PRD001627H21,0,
PRD001627H20,0,
PRD001627H19,0,
PRD001627H18,0,
PRD001627H17,0,
PRD001627H16,0,
PRD001627H15,0,
PRD001627H14,0,
PRD001627H13,0,
PRD001627H12,0,
PRD001627H11,0,
PRD001627H10,0,
PRD001627H09,0,
PRD001627H08,0,
PRD001627H07,0,
PRD001627H06,0,
PRD001627H05,0,
PRD001627H04,0,
PRD001627H03,0,
PRD001627H02,0,
PRD001627H01,0,
PRD001627H00,0,
PRD001628H23,0,
PRD001628H22,0,
PRD001628H21,0,
PRD001628H20,0,
PRD001628H19,0,
PRD001628H18,0,
PRD001628H17,0,
PRD001628H16,0,
PRD001628H15,0,
PRD001628H14,0,
PRD001628H13,0,
PRD001628H12,0,
PRD001628H11,0,
PRD001628H10,0,
PRD001628H09,0,
PRD001628H08,0,
PRD001628H07,0,
PRD001628H06,0,
PRD001628H05,0,
PRD001628H04,0,
PRD001628H03,0,
PRD001628H02,0,
PRD001628H01,0,
PRD001628H00,0,
PRD001629H23,0,
PRD001629H22,0,
PRD001629H21,0,
PRD001629H20,0,
PRD001629H19,0,
PRD001629H18,0,
PRD001629H17,0,
PRD001629H16,0,
PRD001629H15,0,
PRD001629H14,0,
PRD001629H13,0,
PRD001629H12,0,
PRD001629H11,0,
PRD001629H10,0,
PRD001629H09,0,
PRD001629H08,0,
PRD001629H07,0,
PRD001629H06,0,
PRD001629H05,0,
PRD001629H04,0,
PRD001629H03,0,
PRD001629H02,0,
PRD001629H01,0,
PRD001629H00,0,
PRD001630H23,0,
PRD001630H22,0,
PRD001630H21,0,
PRD001630H20,0,
PRD001630H19,0,
PRD001630H18,0,
PRD001630H17,0,
PRD001630H16,0,
PRD001630H15,0,
PRD001630H14,0,
PRD001630H13,0,
PRD001630H12,0,
PRD001630H11,0,
PRD001630H10,0,
PRD001630H09,0,
PRD001630H08,0,
PRD001630H07,0,
PRD001630H06,0,
PRD001630H05,0,
PRD001630H04,0,
PRD001630H03,0,
PRD001630H02,0,
PRD001630H01,0,
PRD001630H00,0,
PRD001631H23,0,
PRD001631H22,0,
PRD001631H21,0,
PRD001631H20,0,
PRD001631H19,0,
PRD001631H18,0,
PRD001631H17,0,
PRD001631H16,0,
PRD001631H15,0,
PRD001631H14,0,
PRD001631H13,0,
PRD001631H12,0,
PRD001631H11,0,
PRD001631H10,0,
PRD001631H09,0,
PRD001631H08,0,
PRD001631H07,0,
PRD001631H06,0,
PRD001631H05,0,
PRD001631H04,0,
PRD001631H03,0,
PRD001631H02,0,
PRD001631H01,0,
PRD001631H00,0,
PRD001632H23,0,
PRD001632H22,0,
PRD001632H21,0,
PRD001632H20,0,
PRD001632H19,0,
PRD001632H18,0,
PRD001632H17,0,
PRD001632H16,0,
PRD001632H15,0,
PRD001632H14,0,
PRD001632H13,0,
PRD001632H12,0,
PRD001632H11,0,
PRD001632H10,0,
PRD001632H09,0,
PRD001632H08,0,
PRD001632H07,0,
PRD001632H06,0,
PRD001632H05,0,
PRD001632H04,0,
PRD001632H03,0,
PRD001632H02,0,
PRD001632H01,0,
PRD001632H00,0,
PRD001633H23,0,
PRD001633H22,0,
PRD001633H21,0,
PRD001633H20,0,
PRD001633H19,0,
PRD001633H18,0,
PRD001633H17,0,
PRD001633H16,0,
PRD001633H15,0,
PRD001633H14,0,
PRD001633H13,0,
PRD001633H12,0,
PRD001633H11,0,
PRD001633H10,0,
PRD001633H09,0,
PRD001633H08,0,
PRD001633H07,0,
PRD001633H06,0,
PRD001633H05,0,
PRD001633H04,0,
PRD001633H03,0,
PRD001633H02,0,
PRD001633H01,4.7,
PRD001633H00,4.1,
PRD001634H23,0,
PRD001634H22,0,
PRD001634H21,0,
PRD001634H20,0,
PRD001634H19,0,
PRD001634H18,0,
PRD001634H17,0,
PRD001634H16,0,
PRD001634H15,0,
PRD001634H14,0,
PRD001634H13,0,
PRD001634H12,0,
PRD001634H11,0,
PRD001634H10,0,
PRD001634H09,0,
PRD001634H08,0,
PRD001634H07,0,
PRD001634H06,0,
PRD001634H05,0,
PRD001634H04,0,
PRD001634H03,0,
PRD001634H02,0,
PRD001634H01,0,
PRD001634H00,0,
PRD001635H23,0,
PRD001635H22,0,
PRD001635H21,0,
PRD001635H20,0,
PRD001635H19,0,
PRD001635H18,0,
PRD001635H17,0,
PRD001635H16,0,
PRD001635H15,0,
PRD001635H14,0,
PRD001635H13,0,
PRD001635H12,0,
PRD001635H11,0,
PRD001635H10,0,
PRD001635H09,0,
PRD001635H08,0,
PRD001635H07,0,
PRD001635H06,0,
PRD001635H05,0,
PRD001635H04,0,
PRD001635H03,0,
PRD001635H02,0,
PRD001635H01,0,
PRD001635H00,0,
PRD001636H23,0,
PRD001636H22,0,
PRD001636H21,0,
PRD001636H20,0,
PRD001636H19,0,
PRD001636H18,0,
PRD001636H17,0,
PRD001636H16,0,
PRD001636H15,0,
PRD001636H14,0,
PRD001636H13,0,
PRD001636H12,0,
PRD001636H11,0,
PRD001636H10,0,
PRD001636H09,0,
PRD001636H08,0,
PRD001636H07,0,
PRD001636H06,0,
PRD001636H05,0,
PRD001636H04,0,
PRD001636H03,0,
PRD001636H02,0,
PRD001636H01,0,
PRD001636H00,0,
PRD001637H23,0,
PRD001637H22,0,
PRD001637H21,0,
PRD001637H20,0,
PRD001637H19,0,
PRD001637H18,0,
PRD001637H17,0,
PRD001637H16,0,
PRD001637H15,0,
PRD001637H14,0,
PRD001637H13,0,
PRD001637H12,0,
PRD001637H11,0,
PRD001637H10,0,
PRD001637H09,0,
PRD001637H08,0,
PRD001637H07,0,
PRD001637H06,0,
PRD001637H05,0,
PRD001637H04,0,
PRD001637H03,0,
PRD001637H02,0,
PRD001637H01,0,
PRD001637H00,0,
PRD001638H23,0,
PRD001638H22,0,
PRD001638H21,0,
PRD001638H20,0,
PRD001638H19,0,
PRD001638H18,0,
PRD001638H17,0,
PRD001638H16,0,
PRD001638H15,0,
PRD001638H14,0,
PRD001638H13,0,
PRD001638H12,0,
PRD001638H11,0,
PRD001638H10,0,
PRD001638H09,0,
PRD001638H08,0,
PRD001638H07,0,
PRD001638H06,0,
PRD001638H05,0,
PRD001638H04,0,
PRD001638H03,0,
PRD001638H02,0,
PRD001638H01,0,
PRD001638H00,0,
PRD001639H23,0,
PRD001639H22,0,
PRD001639H21,0,
PRD001639H20,0,
PRD001639H19,0,
PRD001639H18,0,
PRD001639H17,0,
PRD001639H16,0,
PRD001639H15,0,
PRD001639H14,0,
PRD001639H13,0,
PRD001639H12,0,
PRD001639H11,0,
PRD001639H10,0,
PRD001639H09,0,
PRD001639H08,0,
PRD001639H07,0,
PRD001639H06,0,
PRD001639H05,0,
PRD001639H04,0,
PRD001639H03,0,
PRD001639H02,0,
PRD001639H01,0,
PRD001639H00,0,
PRD001640H23,0,
PRD001640H22,0,
PRD001640H21,0,
PRD001640H20,0,
PRD001640H19,0,
PRD001640H18,0,
PRD001640H17,0,
PRD001640H16,0,
PRD001640H15,0,
PRD001640H14,0,
PRD001640H13,0,
PRD001640H12,0,
PRD001640H11,0,
PRD001640H10,0,
PRD001640H09,0,
PRD001640H08,0,
PRD001640H07,0,
PRD001640H06,0,
PRD001640H05,0,
PRD001640H04,0,
PRD001640H03,0,
PRD001640H02,0,
PRD001640H01,0,
PRD001640H00,0,
PRD001641H23,0,
PRD001641H22,0,
PRD001641H21,0,
PRD001641H20,0,
PRD001641H19,0,
PRD001641H18,0,
PRD001641H17,0,
PRD001641H16,0,
PRD001641H15,0,
PRD001641H14,0,
PRD001641H13,0,
PRD001641H12,0,
PRD001641H11,0,
PRD001641H10,0,
PRD001641H09,0,
PRD001641H08,0,
PRD001641H07,0,
PRD001641H06,0,
PRD001641H05,0,
PRD001641H04,0,
PRD001641H03,0,
PRD001641H02,0,
PRD001641H01,0,
PRD001641H00,0,
PRD001642H23,0,
PRD001642H22,0,
PRD001642H21,0,
PRD001642H20,0,
PRD001642H19,0,
PRD001642H18,0,
PRD001642H17,0,
PRD001642H16,0,
PRD001642H15,0,
PRD001642H14,0,
PRD001642H13,0,
PRD001642H12,0,
PRD001642H11,0,
PRD001642H10,0,
PRD001642H09,0,
PRD001642H08,0,
PRD001642H07,0,
PRD001642H06,0,
PRD001642H05,0,
PRD001642H04,0,
PRD001642H03,0,
PRD001642H02,0,
PRD001642H01,0,
PRD001642H00,0,
PRD001643H23,0,
PRD001643H22,0,
PRD001643H21,0,
PRD001643H20,0,
PRD001643H19,0,
PRD001643H18,0,
PRD001643H17,0,
PRD001643H16,0,
PRD001643H15,0,
PRD001643H14,0,
PRD001643H13,0,
PRD001643H12,0,
PRD001643H11,0,
PRD001643H10,0,
PRD001643H09,0,
PRD001643H08,0,
PRD001643H07,0,
PRD001643H06,0,
PRD001643H05,0,
PRD001643H04,0,
PRD001643H03,0,
PRD001643H02,0,
PRD001643H01,0,
PRD001643H00,0,
PRD001644H23,0,
PRD001644H22,0,
PRD001644H21,0,
PRD001644H20,0,
PRD001644H19,0,
PRD001644H18,0,
PRD001644H17,0,
PRD001644H16,0,
PRD001644H15,0,
PRD001644H14,0,
PRD001644H13,0,
PRD001644H12,0,
PRD001644H11,0,
PRD001644H10,0,
PRD001644H09,0,
PRD001644H08,0,
PRD001644H07,0,
PRD001644H06,0,
PRD001644H05,0,
PRD001644H04,0,
PRD001644H03,0,
PRD001644H02,0,
PRD001644H01,0,
PRD001644H00,0,
PRD001645H23,0,
PRD001645H22,0,
PRD001645H21,0,
PRD001645H20,0,
PRD001645H19,0,
PRD001645H18,0,
PRD001645H17,0,
PRD001645H16,0,
PRD001645H15,0,
PRD001645H14,0,
PRD001645H13,0,
PRD001645H12,0,
PRD001645H11,0,
PRD001645H10,0,
PRD001645H09,0,
PRD001645H08,0,
PRD001645H07,0,
PRD001645H06,0,
PRD001645H05,0,
PRD001645H04,0,
PRD001645H03,0,
PRD001645H02,0,
PRD001645H01,0,
PRD001645H00,0,
PRD001646H23,0,
PRD001646H22,0,
PRD001646H21,0,
PRD001646H20,0,
PRD001646H19,0,
PRD001646H18,0,
PRD001646H17,0,
PRD001646H16,0,
PRD001646H15,0,
PRD001646H14,0,
PRD001646H13,0,
PRD001646H12,0,
PRD001646H11,0,
PRD001646H10,0,
PRD001646H09,0,
PRD001646H08,0,
PRD001646H07,0,
PRD001646H06,0,
PRD001646H05,0,
PRD001646H04,0,
PRD001646H03,0,
PRD001646H02,0,
PRD001646H01,0,
PRD001646H00,0,
PRD001647H23,0,
PRD001647H22,0,
PRD001647H21,0,
PRD001647H20,0,
PRD001647H19,0,
PRD001647H18,0,
PRD001647H17,0,
PRD001647H16,0,
PRD001647H15,0,
PRD001647H14,0,
PRD001647H13,0,
PRD001647H12,0,
PRD001647H11,0,
PRD001647H10,0,
PRD001647H09,0,
PRD001647H08,0,
PRD001647H07,0,
PRD001647H06,0,
PRD001647H05,0,
PRD001647H04,0,
PRD001647H03,0,
PRD001647H02,0,
PRD001647H01,0,
PRD001647H00,0,
PRD001648H23,0,
PRD001648H22,0,
PRD001648H21,0,
PRD001648H20,0,
PRD001648H19,0,
PRD001648H18,0,
PRD001648H17,0,
PRD001648H16,0,
PRD001648H15,0,
PRD001648H14,0,
PRD001648H13,0,
PRD001648H12,0,
PRD001648H11,0,
PRD001648H10,0,
PRD001648H09,0,
PRD001648H08,0,
PRD001648H07,0,
PRD001648H06,0,
PRD001648H05,0,
PRD001648H04,0,
PRD001648H03,0,
PRD001648H02,0,
PRD001648H01,0,
