var_name,Max_RH_pct,Rel_Hum_pct,Mean_RH_pct,ref_date
RHD000608H04,78,40,60,
RHD000609H04,97,63,78,
RHD000610H04,96,81,91,
RHD000611H04,90,30,62,
RHD000612H04,97,40,68,
RHD000613H04,84,66,74,
RHD000614H04,90,49,64,
RHD000615H04,87,37,60,
RHD000616H04,90,35,61,
RHD000617H04,93,36,64,
RHD000618H04,84,40,62,
RHD000619H04,94,65,81,
RHD000620H04,96,45,70,
RHD000621H04,96,57,81,
RHD000622H04,93,46,71,
RHD000623H04,94,50,82,
RHD000624H04,93,48,66,
RHD000625H04,93,35,59,
RHD000626H04,97,43,67,
RHD000627H04,96,71,89,
RHD000628H04,90,42,64,
RHD000629H04,97,43,71,
RHD000630H04,96,65,86,
RHD000631H04,97,46,72,
RHD000632H04,96,90,94,
RHD000633H04,97,57,78,
RHD000634H04,97,67,86,
RHD000635H04,97,48,74,
RHD000636H04,93,37,68,
RHD000637H04,76,40,59,
RHD000638H04,94,58,78,
RHD000639H04,94,63,81,
RHD000640H04,91,57,77,
RHD000641H04,94,52,74,
RHD000642H04,93,46,68,
RHD000643H04,100,45,70,
RHD000644H04,96,79,90,
RHD000645H04,97,57,79,
RHD000646H04,96,76,91,
RHD000647H04,97,43,70,
RHD000648H04,96,44,71,
RHD000649H04,87,56,71,
RHD000650H04,96,57,78,
RHD000651H04,94,58,78,
RHD000652H04,91,59,77,
RHD000653H04,94,55,74,
RHD000654H04,96,72,86,
RHD000655H04,90,60,76,
RHD000656H04,93,45,65,
RHD000657H04,93,45,65,
RHD000658H04,86,54,70,
RHD000659H04,87,44,65,
RHD000660H04,90,43,61,
RHD000661H04,93,55,76,
RHD000662H04,90,45,69,
RHD000663H04,90,39,63,
RHD000664H04,93,43,75,
RHD000665H04,97,49,73,
RHD000666H04,90,47,72,
RHD000667H04,93,36,62,
RHD000668H04,97,39,66,
RHD000669H04,90,46,74,
RHD000670H04,93,56,72,
RHD000671H04,80,41,60,
RHD000672H04,86,40,57,
RHD000673H04,83,45,64,
RHD000674H04,86,53,70,
RHD000675H04,93,62,74,
RHD000676H04,93,31,67,
RHD000677H04,93,26,57,
RHD000678H04,90,18,55,
RHD000679H04,86,31,56,
RHD000680H04,83,28,45,
RHD000681H04,89,30,50,
RHD000682H04,85,22,47,
RHD000683H04,89,23,48,
RHD000684H04,74,31,52,
RHD000685H04,87,37,63,
RHD000686H04,93,41,61,
RHD000687H04,92,41,63,
RHD000688H04,100,47,64,
RHD000689H04,97,78,90,
RHD000690H04,93,39,62,
RHD000691H04,79,21,46,
RHD000692H04,69,23,40,
RHD000693H04,61,15,34,
RHD000694H04,76,19,41,
RHD000695H04,66,23,40,
RHD000696H04,73,14,37,
RHD000697H04,83,23,48,
RHD000698H04,83,21,43,
RHD000699H04,89,19,46,
RHD000700H04,71,24,40,
RHD000701H04,93,25,47,
RHD000702H04,90,22,47,
RHD000703H04,93,23,51,
RHD000704H04,86,45,68,
RHD000705H04,93,53,72,
RHD000706H04,93,42,70,
RHD000707H04,97,59,78,
RHD000708H04,100,39,70,
RHD000709H04,97,83,92,
RHD000710H04,97,49,75,
RHD000711H04,96,45,67,
RHD000712H04,90,56,77,
RHD000713H04,86,27,62,
RHD000714H04,89,33,57,
RHD000715H04,96,36,61,
RHD000716H04,97,86,92,
RHD000717H04,93,65,81,
RHD000718H04,66,31,49,
RHD000719H04,63,25,42,
RHD000720H04,68,41,53,
RHD000721H04,57,38,48,
RHD000722H04,93,69,85,
RHD000723H04,97,68,84,
RHD000724H04,93,46,71,
RHD000725H04,75,17,40,
RHD000726H04,69,21,40,
RHD000727H04,54,20,32,
RHD000728H04,78,12,35,
RHD000729H04,85,13,42,
RHD000730H04,68,17,39,
RHD000731H04,61,15,33,
RHD000732H04,59,19,34,
RHD000733H04,97,59,76,
RHD000734H04,93,47,67,
RHD000735H04,82,44,59,
RHD000736H04,71,28,49,
RHD000737H04,66,17,39,
RHD000738H04,93,59,82,
RHD000739H04,89,33,58,
RHD000740H04,78,21,36,
RHD000741H04,85,24,51,
RHD000742H04,93,38,65,
RHD000743H04,93,26,55,
RHD000744H04,100,24,56,
RHD000745H04,93,59,79,
RHD000746H04,70,34,52,
RHD000747H04,93,65,81,
RHD000748H04,77,21,54,
RHD000749H04,85,21,45,
RHD000750H04,62,13,39,
RHD000751H04,72,27,37,
RHD000752H04,77,29,48,
RHD000753H04,89,44,66,
RHD000754H04,73,31,52,
RHD000755H04,79,52,63,
RHD000756H04,97,76,90,
RHD000757H04,93,63,77,
RHD000758H04,78,33,56,
RHD000759H04,92,55,75,
RHD000760H04,85,36,61,
RHD000761H04,66,33,52,
RHD000762H04,58,41,52,
RHD000763H04,51,33,41,
RHD000764H04,70,21,43,
RHD000765H04,85,51,63,
RHD000766H04,92,67,83,
RHD000767H04,92,34,58,
RHD000768H04,93,60,78,
RHD000769H04,92,51,75,
RHD000770H04,92,85,89,
RHD000771H04,89,34,55,
RHD000772H04,92,52,74,
RHD000773H04,88,51,71,
RHD000774H04,96,43,63,
RHD000775H04,96,82,90,
RHD000776H04,92,43,71,
RHD000777H04,96,45,84,
RHD000778H04,89,31,60,
RHD000779H04,86,33,58,
RHD000780H04,60,28,43,
RHD000781H04,96,54,79,
RHD000782H04,93,42,69,
RHD000783H04,72,39,61,
RHD000784H04,76,24,44,
RHD000785H04,76,43,56,
RHD000786H04,75,29,53,
RHD000787H04,69,34,46,
RHD000788H04,93,34,62,
RHD000789H04,82,60,71,
RHD000790H04,89,35,61,
RHD000791H04,92,29,55,
RHD000792H04,92,41,64,
RHD000793H04,82,28,52,
RHD000794H04,46,18,31,
RHD000795H04,54,25,36,
RHD000796H04,74,28,48,
RHD000797H04,62,28,45,
RHD000798H04,79,34,55,
RHD000799H04,89,52,72,
RHD000800H04,85,48,65,
RHD000801H04,82,30,52,
RHD000802H04,82,39,62,
RHD000803H04,97,47,67,
RHD000804H04,93,64,78,
RHD000805H04,75,55,66,
RHD000806H04,96,66,85,
RHD000807H04,96,62,74,
RHD000808H04,78,59,67,
RHD000809H04,93,67,86,
RHD000810H04,97,68,83,
RHD000811H04,73,50,64,
RHD000812H04,78,24,52,
RHD000813H04,85,52,67,
RHD000814H04,66,27,47,
RHD000815H04,82,59,68,
RHD000816H04,97,67,83,
RHD000817H04,97,69,87,
RHD000818H04,69,46,58,
RHD000819H04,61,42,54,
RHD000820H04,85,48,68,
RHD000821H04,81,36,61,
RHD000822H04,96,56,76,
RHD000823H04,97,82,92,
RHD000824H04,93,79,87,
RHD000825H04,96,83,90,
RHD000826H04,96,86,92,
RHD000827H04,92,68,84,
RHD000828H04,100,52,75,
RHD000829H04,97,82,92,
RHD000921H04,89,54,74,
RHD000922H04,86,47,66,
RHD000923H04,90,47,69,
RHD000924H04,93,42,68,
RHD000925H04,93,46,77,
RHD000926H04,93,59,78,
RHD000927H04,86,34,60,
RHD000928H04,74,34,53,
RHD000929H04,93,59,79,
RHD000930H04,93,54,74,
RHD000931H04,97,52,78,
RHD000932H04,93,55,77,
RHD000933H04,93,46,70,
RHD000934H04,90,44,69,
RHD000935H04,89,35,63,
RHD000936H04,74,32,52,
RHD000937H04,86,44,67,
RHD000938H04,94,69,82,
RHD000939H04,96,62,82,
RHD000940H04,93,57,76,
RHD000941H04,93,43,69,
RHD000942H04,93,39,70,
RHD000943H04,93,36,71,
RHD000944H04,93,61,77,
RHD000945H04,97,90,93,
RHD000946H04,97,82,90,
RHD000947H04,94,53,76,
RHD000948H04,90,37,64,
RHD000949H04,86,36,61,
RHD000950H04,74,33,52,
RHD000951H04,93,31,61,
RHD000952H04,94,50,75,
RHD000953H04,90,51,73,
RHD000954H04,87,57,73,
RHD000955H04,96,44,68,
RHD000956H04,94,51,78,
RHD000957H04,91,34,57,
RHD000958H04,97,40,69,
RHD000959H04,96,69,88,
RHD000960H04,97,74,88,
RHD000961H04,93,39,64,
RHD000962H04,87,31,60,
RHD000963H04,90,26,52,
RHD000964H04,76,36,55,
RHD000965H04,81,44,64,
RHD000966H04,90,30,54,
RHD000967H04,90,26,59,
RHD000968H04,90,31,57,
RHD000969H04,87,35,59,
RHD000970H04,87,24,52,
RHD000971H04,87,40,63,
RHD000972H04,73,39,58,
RHD000973H04,79,49,63,
RHD000974H04,88,52,72,
RHD000975H04,91,40,71,
RHD000976H04,90,42,66,
RHD000977H04,84,46,63,
RHD000978H04,94,40,62,
RHD000979H04,84,39,60,
RHD000980H04,93,45,68,
RHD000981H04,93,55,75,
RHD000982H04,84,39,57,
RHD000983H04,71,35,53,
RHD000984H04,94,32,61,
RHD000985H04,94,50,75,
RHD000986H04,93,35,59,
RHD000987H04,87,42,61,
RHD000988H04,94,52,73,
RHD000989H04,79,32,55,
RHD000990H04,79,28,52,
RHD000991H04,91,30,56,
RHD000992H04,84,47,67,
RHD000993H04,90,35,58,
RHD000994H04,91,38,60,
RHD000995H04,94,85,91,
RHD000996H04,90,38,67,
RHD000997H04,90,54,72,
RHD000998H04,93,30,55,
RHD000999H04,93,44,69,
RHD001000H04,93,37,62,
RHD001001H04,94,47,70,
RHD001002H04,90,32,59,
RHD001003H04,78,26,45,
RHD001004H04,78,26,44,
RHD001005H04,93,34,63,
RHD001006H04,87,42,62,
RHD001007H04,87,40,62,
RHD001008H04,90,44,71,
RHD001009H04,81,27,49,
RHD001010H04,84,20,45,
RHD001011H04,94,55,77,
RHD001012H04,87,31,62,
RHD001013H04,84,33,53,
RHD001014H04,90,33,57,
RHD001015H04,78,35,57,
RHD001016H04,87,64,76,
RHD001017H04,90,37,58,
RHD001018H04,93,30,58,
RHD001019H04,90,38,65,
RHD001020H04,97,50,73,
RHD001021H04,97,84,91,
RHD001022H04,84,41,66,
RHD001023H04,83,25,46,
RHD001024H04,86,23,48,
RHD001025H04,89,49,64,
RHD001026H04,84,31,60,
RHD001027H04,84,61,72,
RHD001028H04,83,42,63,
RHD001029H04,81,36,54,
RHD001030H04,97,36,60,
RHD001031H04,93,54,73,
RHD001032H04,90,36,59,
RHD001033H04,81,31,54,
RHD001034H04,97,42,67,
RHD001035H04,93,37,66,
RHD001036H04,90,40,59,
RHD001037H04,86,27,47,
RHD001038H04,65,24,39,
RHD001039H04,90,24,51,
RHD001040H04,93,29,67,
RHD001041H04,97,62,84,
RHD001042H04,93,51,69,
RHD001043H04,79,37,54,
RHD001044H04,90,34,59,
RHD001045H04,97,39,64,
RHD001046H04,97,71,89,
RHD001047H04,93,58,79,
RHD001048H04,86,37,61,
RHD001049H04,90,40,58,
RHD001050H04,69,35,49,
RHD001051H04,76,28,47,
RHD001052H04,87,36,66,
RHD001053H04,100,45,77,
RHD001054H04,100,48,80,
RHD001055H04,96,60,87,
RHD001056H04,69,17,38,
RHD001057H04,75,29,50,
RHD001058H04,96,51,78,
RHD001059H04,96,53,77,
RHD001060H04,97,51,74,
RHD001061H04,97,51,76,
RHD001062H04,87,44,61,
RHD001063H04,67,25,39,
RHD001064H04,39,16,26,
RHD001065H04,49,9,24,
RHD001066H04,55,21,40,
RHD001067H04,93,27,43,
RHD001068H04,89,27,57,
RHD001069H04,96,18,50,
RHD001070H04,93,77,89,
RHD001071H04,93,64,77,
RHD001072H04,93,46,69,
RHD001073H04,65,22,39,
RHD001074H04,46,21,29,
RHD001075H04,42,10,23,
RHD001076H04,57,14,32,
RHD001077H04,86,31,49,
RHD001078H04,97,41,80,
RHD001079H04,73,18,40,
RHD001080H04,54,25,38,
RHD001081H04,70,14,38,
RHD001082H04,85,26,47,
RHD001083H04,82,26,54,
RHD001084H04,60,22,41,
RHD001085H04,96,44,69,
RHD001086H04,79,20,48,
RHD001087H04,82,36,54,
RHD001088H04,89,35,57,
RHD001089H04,61,14,32,
RHD001090H04,93,40,64,
RHD001091H04,80,20,46,
RHD001092H04,90,25,53,
RHD001093H04,70,20,43,
RHD001094H04,86,41,56,
RHD001095H04,90,57,77,
RHD001096H04,96,38,66,
RHD001097H04,96,57,75,
RHD001098H04,93,61,82,
RHD001099H04,82,29,51,
RHD001100H04,93,30,52,
RHD001101H04,89,39,74,
RHD001102H04,60,24,41,
RHD001103H04,97,49,69,
RHD001104H04,97,62,83,
RHD001105H04,55,19,35,
RHD001106H04,54,25,38,
RHD001107H04,46,29,37,
RHD001108H04,79,39,54,
RHD001109H04,92,42,70,
RHD001110H04,93,39,64,
RHD001111H04,97,86,93,
RHD001112H04,82,27,46,
RHD001113H04,56,14,31,
RHD001114H04,73,21,40,
RHD001115H04,100,55,72,
RHD001116H04,97,80,92,
RHD001117H04,100,30,68,
RHD001118H04,96,85,93,
RHD001119H04,100,35,71,
RHD001120H04,93,26,53,
RHD001121H04,62,27,45,
RHD001122H04,55,28,44,
RHD001123H04,97,46,77,
RHD001124H04,89,32,64,
RHD001125H04,96,43,69,
RHD001126H04,92,54,79,
RHD001127H04,60,28,42,
RHD001128H04,93,53,67,
RHD001129H04,97,62,80,
RHD001130H04,74,28,53,
RHD001131H04,65,27,45,
RHD001132H04,89,30,52,
RHD001133H04,93,41,60,
RHD001134H04,93,43,63,
RHD001135H04,60,23,37,
RHD001136H04,77,32,51,
RHD001137H04,80,35,55,
RHD001138H04,88,41,76,
RHD001139H04,55,31,42,
RHD001140H04,93,40,68,
RHD001141H04,93,67,82,
RHD001142H04,72,31,51,
RHD001143H04,69,33,47,
RHD001144H04,88,35,60,
RHD001145H04,90,39,60,
RHD001146H04,90,52,72,
RHD001147H04,84,45,68,
RHD001148H04,62,27,46,
RHD001149H04,59,20,41,
RHD001150H04,85,48,65,
RHD001151H04,76,31,52,
RHD001152H04,85,29,56,
RHD001153H04,89,38,67,
RHD001154H04,82,45,58,
RHD001155H04,96,54,76,
RHD001156H04,97,78,88,
RHD001157H04,81,30,55,
RHD001158H04,78,42,61,
RHD001159H04,100,81,90,
RHD001160H04,100,92,96,
RHD001161H04,93,69,77,
RHD001162H04,79,49,63,
RHD001163H04,76,34,56,
RHD001164H04,54,26,36,
RHD001165H04,85,40,68,
RHD001166H04,78,49,62,
RHD001167H04,76,32,58,
RHD001168H04,65,23,44,
RHD001169H04,92,47,70,
RHD001170H04,92,43,65,
RHD001171H04,85,35,58,
RHD001172H04,74,43,56,
RHD001173H04,58,29,46,
RHD001174H04,89,38,59,
RHD001175H04,73,46,63,
RHD001176H04,64,33,49,
RHD001177H04,92,61,81,
RHD001178H04,88,31,52,
RHD001179H04,54,26,37,
RHD001180H04,79,33,61,
RHD001181H04,85,44,68,
RHD001182H04,70,41,57,
RHD001183H04,66,30,45,
RHD001184H04,70,36,50,
RHD001185H04,93,60,72,
RHD001186H04,70,31,50,
RHD001187H04,92,50,70,
RHD001188H04,96,46,65,
RHD001189H04,97,75,91,
RHD001190H04,74,38,54,
RHD001191H04,72,42,55,
RHD001192H04,97,67,85,
RHD001193H04,100,93,97,
RHD001194H04,100,83,92,
RHD001195H04,97,83,92,
RHD001196H04,96,79,91,
RHD001197H04,97,57,79,
RHD001198H04,82,52,66,
RHD001199H04,97,48,66,
RHD001200H04,96,85,91,
RHD001201H04,89,75,83,
RHD001202H04,57,22,40,
RHD001203H04,96,45,71,
RHD001204H04,89,47,64,
RHD001205H04,88,43,63,
RHD001206H04,93,57,73,
RHD001207H04,96,51,76,
RHD001208H04,74,14,37,
RHD001209H04,100,45,70,
RHD001210H04,93,41,70,
RHD001211H04,72,24,50,
RHD001212H04,59,25,41,
RHD001213H04,64,31,44,
RHD001214H04,97,62,89,
RHD001215H04,85,60,72,
RHD001216H04,92,52,67,
RHD001217H04,92,57,75,
RHD001218H04,75,36,50,
RHD001219H04,97,51,85,
RHD001220H04,79,34,53,
RHD001221H04,85,53,68,
RHD001222H04,60,36,49,
RHD001223H04,93,58,77,
RHD001224H04,82,41,65,
RHD001225H04,78,52,66,
RHD001226H04,89,46,69,
RHD001227H04,85,56,71,
RHD001228H04,64,32,50,
RHD001229H04,97,64,80,
RHD001230H04,79,37,58,
RHD001231H04,78,17,45,
RHD001232H04,78,30,52,
RHD001233H04,89,46,68,
RHD001234H04,93,31,68,
RHD001235H04,85,30,59,
RHD001236H04,93,46,62,
RHD001237H04,97,51,74,
